date,hour,CO,NO2,O3,SO2
20230711,16,0.44,4,122,6
20230711,17,0.41,5,119,6
20230711,18,0.39,5,109,6
20230711,19,0.39,7,101,6
20230711,20,0.41,10,94,7
20230711,21,0.41,11,85,7
20230711,22,0.41,13,77,7
20230711,23,0.44,15,68,6
20230712,0,0.45,13,65,7
20230712,1,0.44,13,61,7
20230712,2,0.44,14,60,7
20230712,3,0.49,13,57,7
20230712,4,0.5,15,52,7
20230712,5,0.53,14,49,7
20230712,6,0.54,15,43,7
20230712,7,0.57,16,41,7
20230712,8,0.6,16,44,7
20230712,9,0.59,17,44,7
20230712,10,0.59,20,36,7
20230712,11,0.47,14,51,7
20230712,12,0.43,10,61,6
20230712,13,0.41,9,64,6
20230712,14,0.4,9,65,6
20230712,15,0.45,11,65,7
20230712,16,0.44,13,58,7
20230712,17,0.44,14,54,7
20230712,18,0.54,15,62,6
20230712,19,0.57,18,61,6
20230712,20,0.64,18,56,6
20230712,21,0.63,17,53,6
20230712,22,0.61,12,64,6
20230712,23,0.55,9,73,6
20230713,0,0.5,9,73,6
20230713,1,0.55,11,63,6
20230713,2,0.55,10,58,6
20230713,3,0.59,13,50,6
20230713,4,0.63,14,44,6
20230713,5,0.6,11,49,6
20230713,6,0.48,4,64,6
20230713,7,0.47,6,66,6
20230713,8,0.53,10,57,6
20230713,9,0.56,11,55,6
20230713,10,0.53,12,58,6
20230713,11,0.47,8,70,6
20230713,12,0.5,7,86,6
20230713,13,0.47,5,86,6
20230713,14,0.42,5,86,6
20230713,15,0.47,7,94,6
20230713,16,0.54,8,109,7
20230713,17,0.54,4,111,7
20230713,18,0.49,5,106,7
20230713,19,0.5,8,96,7
20230713,20,0.54,9,82,7
20230713,21,0.53,9,69,7
20230713,22,0.53,9,68,7
20230713,23,0.5,8,61,6
20230714,0,0.53,9,56,6
20230714,1,0.54,12,49,6
20230714,2,0.55,11,48,7
20230714,3,0.56,10,51,7
20230714,4,0.54,8,55,7
20230714,5,0.54,7,61,7
20230714,6,0.56,7,56,7
20230714,7,0.58,9,51,7
20230714,8,0.59,9,55,7
20230714,9,0.56,8,73,8
20230714,10,0.54,9,91,9
20230714,11,0.51,8,114,9
20230714,12,0.54,7,133,9
20230714,13,0.55,6,144,9
20230714,14,0.64,8,151,9
20230714,15,0.74,7,157,9
20230714,16,0.67,6,155,9
20230714,17,0.63,7,156,9
20230714,18,0.54,11,148,9
20230714,19,0.54,12,147,9
20230714,20,0.56,12,145,9
20230714,21,0.53,13,137,8
20230714,22,0.55,16,124,9
20230714,23,0.59,22,101,9
20230715,0,0.59,26,88,10
20230715,1,0.54,23,81,10
20230715,2,0.5,20,78,10
20230715,3,0.44,18,77,10
20230715,4,0.46,19,71,10
20230715,5,0.47,18,68,11
20230715,6,0.46,18,65,10
20230715,7,0.45,20,60,11
20230715,8,0.48,21,57,11
20230715,9,0.47,19,62,11
20230715,10,0.55,19,77,11
20230715,11,0.59,17,119,12
20230715,12,0.56,13,158,14
20230715,13,0.53,10,179,13
20230715,14,0.39,10,167,11
20230715,15,0.36,10,162,11
20230715,16,0.36,9,174,10
20230715,17,0.35,15,168,9
20230715,18,0.36,17,149,9
20230715,19,0.36,15,136,9
20230715,20,0.38,20,114,10
20230715,21,0.39,19,102,10
20230715,22,0.4,22,89,10
20230715,23,0.45,27,79,11
20230716,0,0.46,23,83,13
20230716,1,0.54,22,80,14
20230716,2,0.46,23,74,15
20230716,3,0.5,28,60,13
20230716,4,0.61,31,61,11
20230716,5,0.67,32,62,11
20230716,6,0.69,36,57,10
20230716,7,0.7,32,67,11
20230716,8,0.61,21,97,11
20230716,9,0.55,14,126,11
20230716,10,0.61,12,139,11
20230716,11,0.56,10,160,11
20230716,12,0.5,10,176,10
20230716,13,0.41,9,182,9
20230716,14,0.44,8,187,9
20230716,15,0.46,13,187,8
20230716,16,0.42,12,186,8
20230716,17,0.47,13,183,8
20230716,18,0.41,13,175,8
20230716,19,0.43,11,168,8
20230716,20,0.44,12,156,8
20230716,21,0.44,15,141,8
20230716,22,0.44,15,133,8
20230716,23,0.41,13,125,8
20230717,0,0.42,15,111,8
20230717,1,0.42,22,90,7
20230717,2,0.42,24,80,7
20230717,3,0.4,21,80,8
20230717,4,0.46,19,73,7
20230717,5,0.46,23,58,7
20230717,6,0.5,24,56,8
20230717,7,0.5,22,66,11
20230717,8,0.44,18,89,12
20230717,9,0.39,14,105,11
20230717,10,0.34,11,119,9
20230717,11,0.36,10,139,9
20230717,12,0.49,9,159,9
20230717,13,0.73,9,171,10
20230717,14,0.53,10,158,11
20230717,15,0.36,10,148,8
20230717,16,0.34,8,147,8
20230717,17,0.35,8,144,7
20230717,18,0.35,8,137,7
20230717,19,0.35,8,128,7
20230717,20,0.38,10,116,8
20230717,21,0.39,9,106,8
20230717,22,0.4,8,102,8
20230717,23,0.42,9,95,9
20230718,0,0.44,9,92,9
20230718,1,0.44,9,88,8
20230718,2,0.41,9,84,8
20230718,3,0.42,9,82,9
20230718,4,0.4,8,79,10
20230718,5,0.38,8,75,9
20230718,6,0.38,7,69,8
20230718,7,0.38,8,63,7
20230718,8,0.41,9,65,7
20230718,9,0.44,10,69,7
20230718,10,0.41,10,72,7
20230718,11,0.44,9,89,7
20230718,12,0.41,7,101,7
20230718,13,0.41,5,97,7
20230718,14,0.39,4,93,6
20230718,15,0.36,5,93,7
20230718,16,0.37,5,91,6
20230718,17,0.37,5,95,7
20230718,18,0.35,6,93,7
20230718,19,0.34,7,88,7
20230718,20,0.3,9,78,7
20230718,21,0.29,7,71,6
20230718,22,0.27,9,67,6
20230718,23,0.29,11,61,7
20230719,0,0.31,13,55,7
20230719,1,0.31,13,49,7
20230719,2,0.31,13,41,7
20230719,3,0.31,13,35,7
20230719,4,0.34,17,26,7
20230719,5,0.34,20,20,7
20230719,6,0.35,20,16,7
20230719,7,0.36,17,20,7
20230719,8,0.39,15,24,7
20230719,9,0.41,15,25,7
20230719,10,0.4,10,32,7
20230719,11,0.37,6,49,7
20230719,12,0.33,4,65,7
20230719,13,0.33,4,71,7
20230719,14,0.33,3,76,7
20230719,15,0.35,5,71,6
20230719,16,0.32,6,56,7
20230719,17,0.34,6,47,6
20230719,18,0.31,8,42,6
20230719,19,0.29,7,42,6
20230719,20,0.29,7,38,6
20230719,21,0.33,7,37,6
20230719,22,0.34,8,36,7
20230719,23,0.4,8,34,7
20230720,0,0.41,8,30,7
20230720,1,0.35,13,24,7
20230720,2,0.3,17,19,7
20230720,3,0.29,17,18,7
20230720,4,0.3,19,16,7
20230720,5,0.31,15,21,7
20230720,6,0.32,17,19,7
20230720,7,0.4,17,19,8
20230720,8,0.47,17,28,8
20230720,9,0.53,14,39,8
20230720,10,0.46,11,48,7
20230720,11,0.49,7,55,7
20230720,12,0.46,6,72,7
20230720,13,0.44,5,81,6
20230720,14,0.41,4,85,6
20230720,15,0.37,5,83,6
20230720,16,0.41,7,74,6
20230720,17,0.44,12,65,6
20230720,18,0.41,11,73,6
20230720,19,0.4,10,79,6
20230720,20,0.43,14,66,6
20230720,21,0.42,13,58,6
20230720,22,0.4,11,61,7
20230720,23,0.41,9,63,7
20230721,0,0.43,11,56,7
20230721,1,0.4,12,50,6
20230721,2,0.4,13,43,7
20230721,3,0.39,14,35,7
20230721,4,0.34,13,30,6
20230721,5,0.33,13,26,7
20230721,6,0.36,13,26,7
20230721,7,0.36,13,27,7
20230721,8,0.4,12,33,7
20230721,9,0.37,8,44,6
20230721,10,0.34,5,58,6
20230721,11,0.32,4,69,6
20230721,12,0.32,4,81,6
20230721,13,0.32,3,89,6
20230721,14,0.29,4,90,6
20230721,15,0.3,5,88,6
20230721,16,0.31,6,86,7
20230721,17,0.31,8,86,6
20230721,18,0.34,8,88,7
20230721,19,0.34,8,90,6
20230721,20,0.35,10,85,6
20230721,21,0.36,12,77,6
20230721,22,0.36,13,69,6
20230721,23,0.38,16,57,7
20230722,0,0.39,14,56,7
20230722,1,0.4,12,52,7
20230722,2,0.44,12,44,7
20230722,3,0.38,4,77,6
20230722,4,0.36,3,76,6
20230722,5,0.38,5,61,6
20230722,6,0.39,10,48,7
20230722,7,0.4,10,54,7
20230722,8,0.38,9,58,7
20230722,9,0.4,6,61,6
20230722,10,0.4,6,71,6
20230722,11,0.39,5,86,6
20230722,12,0.38,5,109,7
20230722,13,0.38,4,120,7
20230722,14,0.38,3,123,7
20230722,15,0.36,4,120,7
20230722,16,0.35,4,117,7
20230722,17,0.36,4,116,7
20230722,18,0.38,5,113,7
20230722,19,0.38,6,108,7
20230722,20,0.41,9,99,7
20230722,21,0.46,16,80,7
20230722,22,0.49,23,62,7
20230722,23,0.5,25,52,8
20230723,0,0.5,30,46,7
20230723,1,0.53,37,41,7
20230723,2,0.53,32,41,8
20230723,3,0.53,29,30,7
20230723,4,0.53,30,29,7
20230723,5,0.59,33,26,8
20230723,6,0.59,33,23,9
20230723,7,0.65,31,29,9
20230723,8,0.59,23,48,10
20230723,9,0.55,16,75,9
20230723,10,0.54,10,101,8
20230723,11,0.5,7,119,8
20230723,12,0.49,7,130,7
20230723,13,0.45,4,139,7
20230723,14,0.45,5,147,7
20230723,15,0.45,5,147,7
20230723,16,0.4,6,147,7
20230723,17,0.41,9,140,7
20230723,18,0.42,12,130,7
20230723,19,0.44,14,119,7
20230723,20,0.46,12,121,6
20230723,21,0.46,11,119,6
20230723,22,0.42,12,115,6
20230723,23,0.4,15,102,6
20230724,0,0.4,14,104,6
20230724,1,0.45,12,96,7
20230724,2,0.46,10,93,7
20230724,3,0.44,9,90,7
20230724,4,0.5,11,81,7
20230724,5,0.53,17,61,7
20230724,6,0.53,28,43,7
20230724,7,0.54,33,38,7
20230724,8,0.54,25,63,7
20230724,9,0.55,19,88,7
20230724,10,0.56,16,107,8
20230724,11,0.57,11,138,8
20230724,12,0.56,8,163,8
20230724,13,0.55,8,169,7
20230724,14,0.55,8,174,7
20230724,15,0.53,9,176,7
20230724,16,0.54,11,171,7
20230724,17,0.56,15,158,7
20230724,18,0.55,17,151,6
20230724,19,0.56,14,144,6
20230724,20,0.59,14,130,6
20230724,21,0.59,16,117,7
20230724,22,0.56,15,108,6
20230724,23,0.55,12,102,6
20230725,0,0.54,10,99,6
20230725,1,0.51,9,98,6
20230725,2,0.5,9,89,7
20230725,3,0.51,11,78,7
20230725,4,0.53,15,65,7
20230725,5,0.55,22,48,7
20230725,6,0.55,26,39,7
20230725,7,0.56,26,39,7
20230725,8,0.59,26,49,7
20230725,9,0.54,12,109,7
20230725,10,0.54,14,107,6
20230725,11,0.6,23,87,7
20230725,12,0.57,19,100,7
20230725,13,0.56,13,131,7
20230725,14,0.54,7,150,6
20230725,15,0.5,6,160,7
20230725,16,0.49,7,161,7
20230725,17,0.52,9,160,7
20230725,18,0.56,17,152,7
20230725,19,0.57,19,139,7
20230725,20,0.55,22,117,7
20230725,21,0.54,15,100,7
20230725,22,0.4,11,115,7
20230725,23,0.44,15,89,7
20230726,0,0.5,16,84,7
20230726,1,0.46,8,110,6
20230726,2,0.38,5,118,6
20230726,3,0.41,7,113,6
20230726,4,0.42,9,101,6
20230726,5,0.4,11,94,8
20230726,6,0.41,13,94,8
20230726,7,0.41,13,92,7
20230726,8,0.45,17,81,7
20230726,9,0.46,19,80,7
20230726,10,0.49,16,101,7
20230726,11,0.56,12,106,8
20230726,12,0.51,10,116,7
20230726,13,0.47,8,117,7
20230726,14,0.42,6,115,7
20230726,15,0.39,5,116,7
20230726,16,0.38,6,120,7
20230726,17,0.38,6,120,7
20230726,18,0.41,7,117,7
20230726,19,0.4,8,108,7
20230726,20,0.38,10,98,7
20230726,21,0.36,10,93,7
20230726,22,0.34,11,82,7
20230726,23,0.34,11,70,7
20230727,0,0.36,12,60,7
20230727,1,0.36,15,52,7
20230727,2,0.35,15,47,7
20230727,3,0.37,15,42,7
20230727,4,0.39,18,34,7
20230727,5,0.45,18,31,7
20230727,6,0.46,17,27,8
20230727,7,0.49,17,25,7
20230727,8,0.46,14,31,7
20230727,9,0.44,11,38,7
20230727,10,0.42,11,50,7
20230727,11,0.37,10,58,7
20230727,12,0.4,9,78,6
20230727,13,0.39,7,99,7
20230727,14,0.36,6,110,7
20230727,15,0.35,6,112,7
20230727,16,0.34,5,111,7
20230727,17,0.33,5,109,6
20230727,18,0.34,7,106,6
20230727,19,0.33,8,96,6
20230727,20,0.3,10,72,7
20230727,21,0.31,11,58,7
20230727,22,0.3,11,49,7
20230727,23,0.29,11,49,7
20230728,0,0.29,12,40,7
20230728,1,0.33,13,29,7
20230728,2,0.33,15,20,7
20230728,3,0.33,13,18,7
20230728,4,0.33,12,18,7
20230728,5,0.33,12,16,7
20230728,6,0.33,11,16,7
20230728,7,0.3,10,18,7
20230728,8,0.3,8,23,7
20230728,9,0.29,6,30,7
20230728,10,0.27,5,39,7
20230728,11,0.29,5,47,7
20230728,12,0.3,5,54,7
20230728,13,0.31,4,64,7
20230728,14,0.26,4,62,7
20230728,15,0.29,6,53,6
20230728,16,0.3,9,52,7
20230728,17,0.29,6,56,6
20230728,18,0.29,7,54,7
20230728,19,0.3,9,47,6
20230728,20,0.29,9,38,7
20230728,21,0.3,9,32,7
20230728,22,0.29,10,28,7
20230728,23,0.29,9,24,7
20230729,0,0.29,10,21,6
20230729,1,0.29,10,19,7
20230729,2,0.31,9,18,6
20230729,3,0.3,9,19,6
20230729,4,0.26,7,20,6
20230729,5,0.26,5,20,7
20230729,6,0.28,6,17,7
20230729,7,0.28,6,17,7
20230729,8,0.3,6,17,6
20230729,9,0.3,6,20,6
20230729,10,0.3,5,24,7
20230729,11,0.3,5,36,7
20230729,12,0.3,5,45,7
20230729,13,0.3,5,52,7
20230729,14,0.3,4,64,7
20230729,15,0.3,5,70,6
20230729,16,0.3,5,81,7
20230729,17,0.3,5,85,7
20230729,18,0.31,6,84,7
20230729,19,0.3,7,80,7
20230729,20,0.33,7,80,7
20230729,21,0.33,7,79,7
20230729,22,0.31,6,74,7
20230729,23,0.32,5,64,6
20230730,0,0.29,5,58,6
20230730,1,0.3,5,55,6
20230730,2,0.32,7,46,7
20230730,3,0.3,10,31,7
20230730,4,0.31,11,24,7
20230730,5,0.31,11,21,7
20230730,6,0.36,11,20,7
20230730,7,0.4,10,23,7
20230730,8,0.44,10,28,7
20230730,9,0.36,9,37,7
20230730,10,0.36,8,44,7
20230730,11,0.42,8,53,7
20230730,12,0.4,7,72,7
20230730,13,0.39,5,85,7
20230730,14,0.38,5,78,7
20230730,15,0.38,7,71,7
20230730,16,0.39,6,70,7
20230730,17,0.39,7,72,6
20230730,18,0.4,7,69,7
20230730,19,0.4,7,66,6
20230730,20,0.4,8,64,6
20230730,21,0.39,8,61,7
20230730,22,0.39,8,59,7
20230730,23,0.39,8,59,7
20230731,0,0.43,8,58,7
20230731,1,0.41,9,55,7
20230731,2,0.41,9,49,7
20230731,3,0.41,9,44,7
20230731,4,0.39,10,39,7
20230731,5,0.4,11,36,7
20230731,6,0.39,12,36,7
20230731,7,0.43,13,35,8
20230731,8,0.44,13,38,8
20230731,9,0.41,11,47,8
20230731,10,0.44,11,58,8
20230731,11,0.44,9,77,8
20230731,12,0.42,7,96,7
20230731,13,0.39,5,108,7
20230731,14,0.38,4,113,7
20230731,15,0.36,4,113,7
20230731,16,0.38,6,112,7
20230731,17,0.38,5,108,7
20230731,18,0.38,7,105,7
20230731,19,0.4,10,95,7
20230731,20,0.39,11,98,7
20230731,21,0.41,10,92,7
20230731,22,0.4,13,81,7
20230731,23,0.44,15,70,7
20230801,0,0.4,13,64,7
20230801,1,0.34,10,50,7
20230801,2,0.3,9,40,7
20230801,3,0.29,9,32,7
20230801,4,0.29,9,28,7
20230801,5,0.28,10,24,7
20230801,6,0.29,10,22,7
20230801,7,0.29,10,23,7
20230801,8,0.29,8,31,7
20230801,9,0.29,7,43,8
20230801,10,0.27,5,55,8
20230801,11,0.24,4,61,7
20230801,12,0.24,4,68,7
20230801,13,0.25,4,73,7
20230801,14,0.25,4,77,7
20230801,15,0.25,4,75,7
20230801,16,0.28,5,78,7
20230801,17,0.25,5,78,7
20230801,18,0.26,6,77,7
20230801,19,0.28,8,72,7
20230801,20,0.28,9,61,7
20230801,21,0.28,11,48,7
20230801,22,0.29,11,41,7
20230801,23,0.29,14,36,7
20230802,0,0.28,14,31,7
20230802,1,0.28,15,25,7
20230802,2,0.3,13,25,7
20230802,3,0.28,12,24,7
20230802,4,0.28,13,20,7
20230802,5,0.28,13,19,7
20230802,6,0.28,13,17,7
20230802,7,0.29,12,18,7
20230802,8,0.3,10,25,8
20230802,9,0.34,9,32,7
20230802,10,0.36,7,47,7
20230802,11,0.36,6,61,7
20230802,12,0.34,5,74,7
20230802,13,0.31,4,81,7
20230802,14,0.29,4,83,7
20230802,15,0.32,4,86,7
20230802,16,0.33,4,87,7
20230802,17,0.34,5,84,7
20230802,18,0.32,5,79,7
20230802,19,0.34,6,74,7
20230802,20,0.34,9,67,7
20230802,21,0.34,12,59,7
20230802,22,0.34,13,52,7
20230802,23,0.35,13,48,7
20230803,0,0.32,14,47,7
20230803,1,0.31,15,45,7
20230803,2,0.33,14,43,7
20230803,3,0.3,14,39,8
20230803,4,0.3,13,35,8
20230803,5,0.29,13,33,8
20230803,6,0.29,13,28,8
20230803,7,0.29,12,26,9
20230803,8,0.33,10,30,9
20230803,9,0.42,10,41,9
20230803,10,0.43,10,65,9
20230803,11,0.49,9,97,9
20230803,12,0.45,7,120,8
20230803,13,0.45,5,130,7
20230803,14,0.44,5,134,7
20230803,15,0.44,5,136,7
20230803,16,0.4,6,135,7
20230803,17,0.42,6,134,7
20230803,18,0.41,7,127,7
20230803,19,0.4,8,114,7
20230803,20,0.4,11,93,7
20230803,21,0.34,10,69,7
20230803,22,0.3,11,57,7
20230803,23,0.29,12,49,7
20230804,0,0.38,13,44,8
20230804,1,0.33,17,41,8
20230804,2,0.46,15,45,10
20230804,3,0.38,16,43,9
20230804,4,0.35,17,39,9
20230804,5,0.36,17,35,8
20230804,6,0.4,17,28,8
20230804,7,0.44,16,27,8
20230804,8,0.36,13,35,8
20230804,9,0.33,11,49,9
20230804,10,0.31,10,76,8
20230804,11,0.33,7,111,8
20230804,12,0.33,6,127,8
20230804,13,0.34,6,130,7
20230804,14,0.31,5,129,7
20230804,15,0.3,5,122,7
20230804,16,0.3,5,117,7
20230804,17,0.29,6,108,7
20230804,18,0.28,6,104,7
20230804,19,0.29,8,97,7
20230804,20,0.3,10,84,7
20230804,21,0.31,12,72,7
20230804,22,0.29,13,60,8
20230804,23,0.31,13,55,8
20230805,0,0.3,14,49,9
20230805,1,0.33,16,44,9
20230805,2,0.34,15,42,8
20230805,3,0.31,16,40,8
20230805,4,0.33,18,34,8
20230805,5,0.34,23,25,8
20230805,6,0.38,25,23,8
20230805,7,0.4,23,28,8
20230805,8,0.4,19,41,10
20230805,9,0.42,16,64,10
20230805,10,0.42,11,100,9
20230805,11,0.41,8,132,9
20230805,12,0.41,6,149,8
20230805,13,0.4,5,150,8
20230805,14,0.41,5,149,7
20230805,15,0.42,6,144,7
20230805,16,0.41,6,139,7
20230805,17,0.41,7,140,7
20230805,18,0.42,9,134,7
20230805,19,0.51,12,117,7
20230805,20,0.49,12,115,7
20230805,21,0.4,7,108,7
20230805,22,0.41,13,90,7
20230805,23,0.46,16,75,7
20230806,0,0.53,13,64,8
20230806,1,0.57,13,56,8
20230806,2,0.56,14,49,8
20230806,3,0.52,14,47,9
20230806,4,0.52,15,41,9
20230806,5,0.55,15,38,9
20230806,6,0.6,14,31,9
20230806,7,0.66,16,23,8
20230806,8,0.75,17,25,8
20230806,9,0.65,15,34,8
20230806,10,0.66,13,56,8
20230806,11,0.68,12,88,9
20230806,12,0.65,10,124,8
20230806,13,0.6,7,151,8
20230806,14,0.57,7,161,8
20230806,15,0.5,7,154,8
20230806,16,0.44,13,144,8
20230806,17,0.46,10,131,7
20230806,18,0.44,9,122,7
20230806,19,0.44,12,113,7
20230806,20,0.47,16,95,7
20230806,21,0.47,16,86,7
20230806,22,0.47,14,85,8
20230806,23,0.47,12,82,8
20230807,0,0.47,12,77,8
20230807,1,0.45,14,72,8
20230807,2,0.44,17,66,8
20230807,3,0.37,16,61,8
20230807,4,0.36,15,60,8
20230807,5,0.36,17,54,9
20230807,6,0.35,18,53,8
20230807,7,0.36,18,57,9
20230807,8,0.35,17,66,9
20230807,9,0.35,15,78,9
20230807,10,0.34,13,92,9
20230807,11,0.34,11,110,9
20230807,12,0.35,11,126,9
20230807,13,0.34,9,136,8
20230807,14,0.35,9,142,9
20230807,15,0.36,10,143,9
20230807,16,0.4,10,151,9
20230807,17,0.42,11,160,10
20230807,18,0.44,12,165,10
20230807,19,0.41,15,157,9
20230807,20,0.4,17,145,8
20230807,21,0.41,20,136,8
20230807,22,0.42,23,123,8
20230807,23,0.42,21,110,8
20230808,0,0.44,21,98,8
20230808,1,0.46,24,82,9
20230808,2,0.49,25,68,9
20230808,3,0.47,25,58,9
20230808,4,0.46,22,52,9
20230808,5,0.44,27,42,10
20230808,6,0.51,29,37,10
20230808,7,0.49,27,41,11
20230808,8,0.52,19,57,10
20230808,9,0.44,17,72,10
20230808,10,0.44,16,96,10
20230808,11,0.45,14,121,10
20230808,12,0.47,12,143,10
20230808,13,0.46,11,149,10
20230808,14,0.49,12,163,12
20230808,15,0.51,14,170,13
20230808,16,0.52,19,176,13
20230808,17,0.5,21,170,11
20230808,18,0.53,22,177,12
20230808,19,0.54,29,158,11
20230808,20,0.51,24,129,10
20230808,21,0.54,20,113,11
20230808,22,0.45,20,102,9
20230808,23,0.45,21,92,9
20230809,0,0.5,21,84,9
20230809,1,0.5,25,72,9
20230809,2,0.53,31,59,9
20230809,3,0.58,32,53,9
20230809,4,0.63,36,42,9
20230809,5,0.7,44,33,10
20230809,6,0.74,42,39,12
20230809,7,0.79,34,57,16
20230809,8,0.56,23,78,14
20230809,9,0.47,16,103,11
20230809,10,0.44,14,126,10
20230809,11,0.43,13,147,9
20230809,12,0.46,10,166,9
20230809,13,0.5,10,182,11
20230809,14,0.61,14,189,12
20230809,15,0.57,14,194,12
20230809,16,0.56,20,191,11
20230809,17,0.56,21,197,11
20230809,18,0.61,21,194,11
20230809,19,0.5,18,182,10
20230809,20,0.51,21,161,10
20230809,21,0.51,20,156,11
20230809,22,0.59,25,128,9
20230809,23,0.53,29,111,10
20230810,0,0.54,26,106,10
20230810,1,0.51,28,101,10
20230810,2,0.51,27,90,9
20230810,3,0.5,25,85,9
20230810,4,0.49,27,78,9
20230810,5,0.51,31,71,9
20230810,6,0.55,36,60,9
20230810,7,0.61,41,58,9
20230810,8,0.57,34,83,10
20230810,9,0.57,25,118,12
20230810,10,0.64,20,164,13
20230810,11,0.63,16,202,13
20230810,12,0.66,13,224,13
20230810,13,0.66,11,230,13
20230810,14,0.63,10,227,12
20230810,15,0.63,9,226,13
20230810,16,0.65,10,228,13
20230810,17,0.61,10,222,11
20230810,18,0.61,10,210,11
20230810,19,0.65,11,209,11
20230810,20,0.63,15,195,11
20230810,21,0.64,17,171,10
20230810,22,0.69,23,140,12
20230810,23,0.68,22,125,11
20230811,0,0.68,22,114,10
20230811,1,0.68,24,104,10
20230811,2,0.63,24,105,11
20230811,3,0.65,24,100,12
20230811,4,0.63,21,99,12
20230811,5,0.6,28,84,13
20230811,6,0.61,27,74,15
20230811,7,0.57,31,57,12
20230811,8,0.54,32,60,12
20230811,9,0.64,30,90,13
20230811,10,0.7,20,148,12
20230811,11,0.71,14,188,11
20230811,12,0.69,10,201,10
20230811,13,0.72,9,205,9
20230811,14,0.75,8,213,9
20230811,15,0.66,8,206,9
20230811,16,0.61,8,199,8
20230811,17,0.59,8,193,8
20230811,18,0.56,9,185,8
20230811,19,0.6,9,178,8
20230811,20,0.66,12,162,8
20230811,21,0.74,13,143,9
20230811,22,0.71,16,131,9
20230811,23,0.71,15,126,8
20230812,0,0.7,17,112,9
20230812,1,0.74,16,110,9
20230812,2,0.65,14,114,9
20230812,3,0.69,14,103,9
20230812,4,0.68,14,100,9
20230812,5,0.65,14,100,9
20230812,6,0.71,16,85,9
20230812,7,0.74,20,81,9
20230812,8,0.81,20,98,10
20230812,9,0.75,18,126,11
20230812,10,0.63,12,149,10
20230812,11,0.53,7,162,9
20230812,12,0.51,6,175,9
20230812,13,0.49,6,173,8
20230812,14,0.46,7,172,8
20230812,15,0.49,11,164,8
20230812,16,0.46,12,152,8
20230812,17,0.5,10,140,9
20230812,18,0.54,8,137,9
20230812,19,0.63,9,112,9
20230812,20,0.64,11,96,10
20230812,21,0.53,11,87,11
20230812,22,0.5,11,81,9
20230812,23,0.5,11,78,10
20230813,0,0.43,10,85,10
20230813,1,0.4,11,89,10
20230813,2,0.39,9,90,11
20230813,3,0.39,5,100,9
20230813,4,0.43,7,86,7
20230813,5,0.5,9,71,9
20230813,6,0.56,11,58,10
20230813,7,0.54,13,49,10
20230813,8,0.54,13,43,9
20230813,9,0.55,14,42,8
20230813,10,0.59,14,50,9
20230813,11,0.64,13,64,10
20230813,12,0.64,11,90,9
20230813,13,0.64,10,111,9
20230813,14,0.57,8,118,8
20230813,15,0.53,8,137,8
20230813,16,0.51,8,147,8
20230813,17,0.53,9,148,8
20230813,18,0.53,11,142,8
20230813,19,0.51,12,135,8
20230813,20,0.54,16,121,8
20230813,21,0.51,18,103,8
20230813,22,0.5,19,94,8
20230813,23,0.51,19,83,8
20230814,0,0.56,19,73,9
20230814,1,0.63,19,64,11
20230814,2,0.64,21,56,11
20230814,3,0.65,26,47,11
20230814,4,0.62,27,45,11
20230814,5,0.69,30,39,11
20230814,6,0.71,28,37,11
20230814,7,0.74,29,40,12
20230814,8,0.91,24,60,16
20230814,9,0.86,17,98,14
20230814,10,0.78,13,127,12
20230814,11,0.7,12,140,12
20230814,12,0.6,10,152,10
20230814,13,0.56,9,160,10
20230814,14,0.56,10,170,9
20230814,15,0.51,13,164,9
20230814,16,0.47,12,163,8
20230814,17,0.43,16,159,8
20230814,18,0.4,19,159,8
20230814,19,0.4,19,157,8
20230814,20,0.42,19,143,8
20230814,21,0.51,21,118,9
20230814,22,0.57,21,102,9
20230814,23,0.6,21,94,9
20230815,0,0.57,20,87,9
20230815,1,0.58,18,80,9
20230815,2,0.55,16,77,8
20230815,3,0.5,20,69,8
20230815,4,0.54,23,55,8
20230815,5,0.58,30,38,8
20230815,6,0.61,32,28,9
20230815,7,0.65,33,30,10
20230815,8,0.68,29,50,12
20230815,9,0.69,21,85,13
20230815,10,0.65,16,117,13
20230815,11,0.6,11,151,12
20230815,12,0.57,9,169,10
20230815,13,0.57,8,180,9
20230815,14,0.65,8,193,9
20230815,15,0.7,8,196,9
20230815,16,0.66,9,195,9
20230815,17,0.64,11,186,9
20230815,18,0.59,13,186,9
20230815,19,0.65,15,189,8
20230815,20,0.69,20,171,8
20230815,21,0.71,20,155,8
20230815,22,0.74,18,138,9
20230815,23,0.71,21,110,9
20230816,0,0.6,15,85,8
20230816,1,0.54,13,75,8
20230816,2,0.54,15,68,8
20230816,3,0.54,20,54,8
20230816,4,0.57,24,38,8
20230816,5,0.57,26,31,8
20230816,6,0.6,35,20,8
20230816,7,0.63,36,22,8
20230816,8,0.59,28,53,9
20230816,9,0.54,18,96,9
20230816,10,0.54,12,128,9
20230816,11,0.5,9,147,9
20230816,12,0.49,7,154,8
20230816,13,0.47,7,154,8
20230816,14,0.46,7,145,8
20230816,15,0.46,6,146,8
20230816,16,0.45,7,146,8
20230816,17,0.45,8,145,8
20230816,18,0.44,9,140,8
20230816,19,0.46,11,126,7
20230816,20,0.47,13,109,7
20230816,21,0.46,16,94,7
20230816,22,0.46,18,88,8
20230816,23,0.47,18,87,8
20230817,0,0.5,15,82,8
