date,hour,CO,NO2,O3,SO2
20230214,21,0.86,40,46,12
20230214,22,0.84,38,46,11
20230214,23,0.86,38,45,10
20230215,0,0.81,32,48,10
20230215,1,0.85,31,48,10
20230215,2,0.79,33,43,10
20230215,3,0.76,37,34,10
20230215,4,0.69,22,45,9
20230215,5,0.64,20,46,9
20230215,6,0.6,22,45,9
20230215,7,0.61,23,43,9
20230215,8,0.67,28,37,9
20230215,9,0.66,22,50,10
20230215,10,0.6,17,59,10
20230215,11,0.59,13,66,10
20230215,12,0.57,12,71,10
20230215,13,0.59,11,77,11
20230215,14,0.6,11,86,11
20230215,15,0.6,13,91,11
20230215,16,0.58,14,93,10
20230215,17,0.59,17,89,10
20230215,18,0.66,22,80,10
20230215,19,0.74,33,63,10
20230215,20,0.88,48,40,10
20230215,21,0.93,60,25,12
20230215,22,0.93,61,23,12
20230216,9,0.93,40,37,10
20230216,10,0.88,36,50,11
20230216,11,0.85,29,70,13
20230216,12,0.82,22,87,13
20230216,13,0.8,18,102,13
20230216,14,0.74,17,112,12
20230216,15,0.75,17,114,11
20230216,16,0.71,20,115,11
20230216,17,0.73,21,113,10
20230216,18,0.74,24,105,10
20230216,19,0.78,27,96,10
20230216,20,0.81,28,90,10
20230216,21,0.81,28,83,9
20230216,22,0.84,29,81,10
20230216,23,0.84,28,82,10
20230217,0,0.8,25,82,9
20230217,1,0.8,24,80,9
20230217,2,0.78,25,71,9
20230217,3,0.78,23,65,8
20230217,4,0.76,22,61,8
20230217,5,0.79,24,53,8
20230217,6,0.81,33,39,7
20230217,7,0.85,50,21,8
20230217,8,0.92,49,22,8
20230217,9,0.86,38,40,10
20230217,10,0.8,31,56,11
20230217,11,0.85,29,67,10
20230217,12,0.91,32,66,10
20230217,13,0.88,31,70,11
20230217,14,0.85,26,84,11
20230217,15,0.71,22,99,10
20230217,16,0.7,22,103,9
20230217,17,0.67,22,102,9
20230217,18,0.66,28,93,8
20230217,19,0.73,33,83,8
20230217,20,0.76,34,75,9
20230217,21,0.81,34,66,9
20230217,22,0.82,33,59,8
20230217,23,0.86,32,49,9
20230218,0,0.94,32,39,9
20230218,1,0.93,32,34,9
20230218,2,0.95,34,29,9
20230218,3,0.94,39,20,9
20230218,4,0.92,42,14,9
20230218,5,0.93,44,10,9
20230218,6,0.91,43,10,10
20230218,7,0.98,44,8,10
20230218,8,0.96,45,7,12
20230218,9,0.99,43,7,12
20230218,10,1.03,42,10,13
20230218,11,1.07,42,17,13
20230218,12,1.09,43,30,13
20230218,13,1.01,32,67,13
20230218,14,0.91,25,92,12
20230218,15,0.84,22,106,10
20230218,16,0.83,23,106,10
20230218,17,0.83,24,103,10
20230218,18,0.85,27,94,10
20230218,19,0.94,33,77,9
20230218,20,0.98,36,65,9
20230218,21,0.98,33,63,9
20230218,22,0.98,32,60,9
20230218,23,0.96,28,61,11
20230219,0,0.98,31,59,12
20230219,1,0.9,25,67,10
20230219,2,0.76,18,73,9
20230219,3,0.84,22,63,8
20230219,4,0.9,26,54,9
20230219,5,0.98,29,45,10
20230219,6,0.93,29,45,9
20230219,7,0.87,28,45,9
20230219,9,0.8,30,47,14
20230219,10,0.79,25,60,15
20230219,11,0.69,21,72,12
20230219,12,0.6,17,82,11
20230219,13,0.58,16,87,11
20230219,14,0.55,15,91,11
20230219,15,0.56,16,96,9
20230219,16,0.58,16,102,9
20230219,17,0.59,17,108,9
20230219,18,0.6,20,105,9
20230219,19,0.69,28,89,9
20230219,20,0.74,35,74,8
20230219,21,0.81,44,56,8
20230219,22,0.89,55,36,8
20230219,23,0.9,58,28,8
20230220,0,0.9,58,23,7
20230220,1,0.98,62,17,8
20230220,2,0.98,62,13,8
20230220,3,0.97,61,10,9
20230220,4,1.01,64,8,10
20230220,5,1.09,67,4,9
20230220,6,1.06,69,4,10
20230220,7,1.18,67,6,10
20230220,8,1.35,69,7,15
20230220,9,1.4,78,8,14
20230220,10,1.16,77,26,15
20230220,11,0.93,58,57,13
20230220,12,0.74,34,86,12
20230220,14,0.66,22,109,12
20230220,15,0.64,22,111,14
20230220,16,0.65,24,112,15
20230220,17,0.7,31,103,13
20230220,18,0.7,37,90,12
20230220,19,0.74,43,73,12
20230220,20,0.82,41,68,13
20230220,21,0.83,36,68,12
20230220,22,0.67,25,72,9
20230220,23,0.66,21,74,9
20230221,0,0.62,20,68,10
20230221,1,0.62,20,66,11
20230221,2,0.65,20,62,11
20230221,3,0.7,21,55,12
20230221,4,0.71,20,54,13
20230221,5,0.66,16,62,9
20230221,6,0.66,14,62,10
20230221,7,0.76,17,57,11
20230221,8,0.8,20,53,12
20230221,9,0.88,21,54,13
20230221,10,0.81,17,60,13
20230221,11,0.72,16,66,13
20230221,16,0.58,17,80,10
20230221,17,0.56,18,80,9
20230221,18,0.55,19,80,9
20230221,19,0.57,19,80,9
20230221,20,0.59,24,73,10
20230221,21,0.57,26,68,12
20230221,22,0.59,26,64,11
20230221,23,0.57,24,63,10
20230222,0,0.59,21,61,9
20230222,2,0.64,22,56,10
20230222,3,0.63,23,53,8
20230222,4,0.64,24,50,8
20230222,5,0.66,26,43,8
20230222,6,0.65,27,41,9
20230222,7,0.69,28,40,11
20230222,8,0.71,30,39,13
20230222,9,0.75,30,42,14
20230222,10,0.7,27,48,13
20230222,11,0.68,24,56,12
20230222,12,0.67,21,62,11
20230222,13,0.62,19,65,10
20230222,14,0.57,13,75,7
20230222,15,0.6,15,73,7
20230222,16,0.59,15,73,6
20230222,17,0.59,17,70,6
20230222,18,0.57,18,69,6
20230222,19,0.64,20,64,6
20230222,20,0.64,22,59,6
20230222,21,0.63,22,56,7
20230222,22,0.64,23,54,6
20230222,23,0.63,24,52,6
20230223,0,0.65,24,45,7
20230223,1,0.65,23,41,7
20230223,2,0.66,27,34,7
20230223,3,0.71,30,26,7
20230223,4,0.71,37,16,7
20230223,5,0.75,44,9,7
20230223,6,0.75,45,7,7
20230223,7,0.79,45,7,7
20230223,8,0.81,45,9,7
20230223,9,0.72,33,33,9
20230223,10,0.65,22,52,10
20230223,11,0.6,17,63,7
20230223,12,0.6,18,70,8
20230223,13,0.57,15,78,7
20230223,14,0.53,13,80,7
20230223,15,0.57,14,76,7
20230223,16,0.55,15,74,7
20230223,17,0.55,15,73,6
20230223,18,0.54,16,68,6
20230223,19,0.55,19,59,6
20230223,20,0.58,19,56,6
20230223,21,0.6,21,53,6
20230223,22,0.63,24,49,6
20230223,23,0.62,26,45,7
20230224,0,0.66,26,42,6
20230224,1,0.66,32,29,6
20230224,2,0.67,37,20,6
20230224,3,0.7,39,16,7
20230224,4,0.71,44,8,7
20230224,5,0.78,42,8,9
20230224,6,0.78,39,10,8
20230224,7,0.79,41,8,8
20230224,8,0.86,41,10,8
20230224,9,0.9,36,21,10
20230224,10,0.85,29,39,11
20230224,11,0.85,29,49,13
20230224,12,0.8,27,62,12
20230224,13,0.73,23,82,12
20230224,14,0.76,21,101,13
20230224,15,0.76,22,110,12
20230224,16,0.76,24,115,12
20230224,17,0.75,26,117,12
20230224,18,0.81,31,107,13
20230224,19,0.88,43,87,12
20230224,20,0.94,54,66,11
20230224,21,1.05,51,65,13
20230224,22,1.15,38,72,14
20230224,23,1.1,35,68,13
20230225,0,1.04,33,61,13
20230225,1,0.98,29,60,13
20230225,2,0.77,26,58,11
20230225,3,0.64,22,59,9
20230225,4,0.61,20,59,9
20230225,5,0.66,18,61,9
20230225,6,0.59,16,67,8
20230225,7,0.59,19,60,8
20230225,8,0.62,22,54,10
20230225,9,0.65,20,62,12
20230225,10,0.66,17,70,12
20230225,11,0.65,16,76,11
20230225,12,0.64,14,81,11
20230225,13,0.62,14,86,11
20230225,14,0.56,15,89,9
20230225,15,0.56,17,91,9
20230225,16,0.58,17,98,10
20230225,17,0.58,19,99,12
20230225,18,0.59,22,92,11
20230225,19,0.65,29,78,9
20230225,20,0.76,40,60,10
20230225,21,0.85,55,39,9
20230225,22,0.85,59,32,10
20230225,23,0.89,62,24,9
20230226,0,0.93,65,17,9
20230226,1,0.9,71,11,10
20230226,2,0.86,68,13,10
20230226,3,0.88,63,13,10
20230226,4,0.86,60,15,10
20230226,5,0.89,57,16,10
20230226,6,1,67,6,10
20230226,7,1.09,73,6,12
20230226,8,1.11,70,6,11
20230226,9,1.14,69,16,15
20230226,10,0.99,58,37,17
20230226,11,0.8,39,67,14
20230226,12,0.69,28,89,13
20230226,13,0.69,23,104,11
20230226,14,0.63,19,112,10
20230226,15,0.6,16,119,10
20230226,16,0.59,17,123,10
20230226,17,0.63,18,123,10
20230226,18,0.63,21,114,10
20230226,19,0.66,32,94,10
20230226,20,0.7,35,83,10
20230226,21,0.72,32,82,11
20230226,22,0.76,32,79,10
20230226,23,0.73,32,73,11
20230227,0,0.71,30,70,11
20230227,1,0.7,27,70,10
20230227,2,0.69,27,70,10
20230227,3,0.71,30,64,13
20230227,4,0.71,30,63,13
20230227,5,0.71,32,60,12
20230227,6,0.74,35,55,14
20230227,7,0.79,40,50,13
20230227,8,0.81,44,48,13
20230227,9,0.86,40,58,15
20230227,10,0.84,33,72,13
20230227,11,0.8,25,88,13
20230227,13,0.69,20,106,9
20230227,14,0.62,19,112,8
20230227,15,0.61,16,119,8
20230227,16,0.57,16,122,7
20230227,17,0.6,17,120,8
20230227,18,0.63,21,115,8
20230227,19,0.69,29,101,8
20230227,20,0.7,34,91,9
20230227,21,0.73,34,87,10
20230227,22,0.76,40,76,10
20230227,23,0.8,43,67,10
20230228,0,0.84,45,60,11
20230228,1,0.85,40,61,11
20230228,2,0.86,42,55,11
20230228,3,0.85,40,50,11
20230228,4,0.88,38,46,11
20230228,5,0.89,41,37,10
20230228,6,0.87,40,36,11
20230228,7,0.91,44,29,12
20230228,8,0.95,47,24,11
20230228,9,0.95,44,35,11
20230228,10,0.89,40,56,13
20230228,11,0.88,40,68,15
20230228,12,0.88,45,74,14
20230228,13,0.87,41,81,14
20230228,14,0.89,43,81,13
20230228,15,0.89,44,81,13
20230228,16,0.88,44,81,12
20230228,17,0.86,41,83,13
20230228,18,0.88,48,76,12
20230228,19,1.11,71,42,11
20230228,20,1.25,84,22,11
20230228,21,1.34,88,13,10
20230228,22,1.36,87,9,10
20230228,23,1.39,87,6,10
20230301,0,1.46,86,5,10
20230301,1,1.41,81,5,10
20230301,2,1.36,80,5,10
20230301,3,1.2,79,8,12
20230301,4,1.16,75,17,15
20230301,5,1.14,74,16,16
20230301,6,1.21,78,11,18
20230301,7,1.3,83,7,19
20230301,8,1.37,78,11,18
20230301,9,1.41,70,22,18
20230301,10,1.35,56,49,18
20230301,11,1.09,37,86,14
20230301,12,0.79,21,103,10
20230301,13,0.67,14,106,9
20230301,14,0.6,13,117,8
20230301,15,0.61,13,125,9
20230301,16,0.63,15,130,9
20230301,17,0.61,17,129,9
20230301,18,0.66,23,120,9
20230301,19,0.7,31,107,10
20230301,20,0.76,40,91,11
20230301,21,0.79,44,78,13
20230301,22,0.75,41,71,13
20230301,23,0.81,45,60,12
20230302,1,0.82,49,46,14
20230302,2,0.84,43,47,16
20230302,3,0.81,40,42,15
20230302,4,0.78,41,36,14
20230302,5,0.86,41,33,16
20230302,6,0.89,38,35,15
20230302,7,0.76,37,37,12
20230302,8,0.7,37,42,12
20230302,9,0.68,29,55,14
20230302,10,0.64,21,67,12
20230302,11,0.59,18,74,8
20230302,12,0.57,16,90,8
20230302,13,0.57,14,103,8
20230302,14,0.59,13,114,8
20230302,15,0.57,14,118,8
20230302,16,0.56,14,119,8
20230302,17,0.56,16,115,8
20230302,18,0.54,19,109,8
20230302,19,0.64,27,97,8
20230302,20,0.68,31,86,8
20230302,21,0.7,32,83,9
20230302,22,0.72,32,80,10
20230302,23,0.71,32,76,11
20230303,0,0.71,31,73,12
20230303,1,0.69,32,70,10
20230303,2,0.7,36,65,10
20230303,3,0.66,40,59,10
20230303,4,0.68,38,55,10
20230303,5,0.71,39,49,10
20230303,6,0.75,39,49,12
20230303,7,0.79,44,45,12
20230303,8,0.88,53,43,14
20230303,9,0.89,49,56,14
20230303,10,0.89,41,77,15
20230303,11,0.8,31,100,14
20230303,12,0.73,25,112,12
20230303,13,0.64,21,121,12
20230303,14,0.64,18,128,11
20230303,15,0.62,18,140,11
20230303,16,0.61,20,147,11
20230303,17,0.62,21,148,11
20230303,18,0.66,27,134,10
20230303,19,0.73,38,107,10
20230303,20,0.78,42,91,11
20230303,21,0.76,39,88,12
20230303,22,0.78,47,73,11
20230303,23,0.78,51,65,11
20230304,0,0.75,44,68,13
20230304,1,0.78,46,60,13
20230304,2,0.77,54,47,13
20230304,3,0.8,54,42,12
20230304,4,0.78,57,33,11
20230304,5,0.81,62,23,12
20230304,6,0.87,78,10,12
20230304,7,0.89,80,8,13
20230304,8,0.94,76,10,15
20230304,9,0.93,69,20,17
20230304,10,0.94,61,36,17
20230304,11,0.92,57,57,18
20230304,12,0.9,50,82,17
20230304,13,0.83,39,102,15
20230304,14,0.8,32,118,15
20230304,15,0.75,25,132,14
20230304,16,0.66,18,138,13
20230304,17,0.63,18,137,12
20230304,18,0.66,22,130,11
20230304,19,0.78,41,100,12
20230304,20,0.98,62,72,14
20230304,21,0.98,57,75,13
20230304,22,0.96,58,66,13
20230304,23,0.99,55,56,13
20230305,0,1,57,47,12
20230305,1,0.99,61,36,11
20230305,2,0.97,75,21,11
20230305,3,1,77,15,10
20230305,4,0.99,80,11,11
20230305,5,1.01,81,10,11
20230305,6,1.02,81,9,11
20230305,7,1.06,78,9,11
20230305,8,1.14,70,13,13
20230305,9,1.14,64,24,17
20230305,10,1.13,62,39,20
20230305,11,1.04,58,62,20
20230305,12,1.04,52,90,19
20230305,13,0.9,39,123,18
20230305,14,0.7,20,154,12
20230305,15,0.63,16,160,10
20230305,16,0.63,15,165,10
20230305,17,0.63,15,164,10
20230305,18,0.65,19,150,10
20230305,19,0.67,26,134,18
20230305,20,0.71,31,125,10
20230305,21,0.73,29,126,14
20230305,22,0.8,28,120,15
20230305,23,0.74,27,123,14
20230306,0,0.71,24,123,15
20230306,1,0.69,25,119,13
20230306,2,0.71,30,108,11
20230306,3,0.72,30,105,12
20230306,4,0.75,31,99,12
20230306,5,0.75,34,90,12
20230306,6,0.79,37,81,12
20230306,7,0.85,43,68,12
20230306,8,0.88,51,58,13
20230306,9,0.9,51,61,15
20230306,10,0.91,52,68,17
20230306,11,0.84,44,95,16
20230306,12,0.74,28,126,14
20230306,13,0.63,19,149,12
20230306,14,0.66,15,159,12
20230306,15,0.62,16,162,12
20230306,16,0.63,16,162,11
20230306,17,0.64,17,159,11
20230306,18,0.66,22,149,11
20230306,19,0.69,31,128,11
20230306,20,0.76,43,103,12
20230306,21,0.84,52,79,15
20230306,22,0.87,53,69,13
20230306,23,0.89,56,57,12
20230307,0,0.88,65,45,12
20230307,1,0.86,68,37,13
20230307,2,0.81,62,38,12
20230307,3,0.84,61,34,12
20230307,4,0.8,58,31,11
20230307,5,0.81,63,21,11
20230307,6,0.77,62,22,12
20230307,7,0.81,67,18,13
20230307,8,0.93,68,19,15
20230307,9,0.94,61,35,19
20230307,10,0.95,59,51,22
20230307,11,0.91,51,81,20
20230307,12,0.79,30,127,15
20230307,13,0.7,21,149,13
20230307,14,0.64,15,162,12
20230307,15,0.63,14,165,11
20230307,16,0.63,14,168,11
20230307,17,0.63,16,163,11
20230307,18,0.63,21,148,10
20230307,19,0.7,27,127,11
20230307,20,0.79,36,104,12
20230307,21,0.78,38,98,14
20230307,22,0.83,43,91,16
20230307,23,0.89,50,77,17
20230308,0,0.88,45,73,16
20230308,1,0.92,47,64,16
20230308,2,0.96,51,61,18
20230308,3,0.89,40,71,17
20230308,4,0.86,35,75,15
20230308,5,0.82,27,80,15
20230308,6,0.88,30,76,14
20230308,7,0.96,37,68,15
20230308,8,1.02,44,61,15
20230308,9,0.97,38,79,14
20230308,10,0.81,22,102,14
20230308,11,0.83,19,116,15
20230308,12,0.84,18,129,17
20230308,13,0.72,15,136,13
20230308,14,0.64,12,135,12
20230308,15,0.57,13,137,11
20230308,16,0.55,13,140,10
20230308,17,0.53,13,137,9
20230308,18,0.55,18,137,10
20230308,19,0.63,24,130,10
20230308,20,0.7,25,131,10
20230308,21,0.72,29,112,11
20230308,22,0.72,30,97,11
20230308,23,0.76,35,82,11
20230309,0,0.81,39,69,11
20230309,1,0.84,45,52,10
20230309,2,0.85,54,38,10
20230309,3,1.04,61,31,11
20230309,4,0.99,54,34,13
20230309,5,0.91,51,32,13
20230309,6,0.94,57,22,12
20230309,7,0.99,62,29,14
20230309,8,1.19,72,29,18
20230309,9,1.14,79,40,23
20230309,10,1.01,60,82,22
20230309,11,0.96,37,117,22
20230309,12,0.93,26,138,19
20230309,13,0.86,22,150,17
20230309,14,0.76,16,160,14
20230309,15,0.71,14,169,13
20230309,16,0.7,14,172,11
20230309,17,0.65,14,167,10
20230309,18,0.65,18,153,10
20230309,19,0.71,23,134,11
20230309,20,0.76,32,109,11
20230309,21,0.84,41,90,13
20230309,22,0.84,44,83,15
20230309,23,0.84,45,78,16
20230310,0,0.89,41,78,16
20230310,1,0.91,40,77,15
20230310,2,0.95,37,77,14
20230310,3,0.87,34,79,13
20230310,4,0.84,30,83,12
20230310,5,0.81,20,97,12
20230310,6,0.76,16,105,13
20230310,7,0.82,23,95,13
20230310,8,0.91,36,80,13
20230310,9,0.91,28,97,13
20230310,10,0.9,23,111,12
20230310,11,0.83,18,131,12
20230310,12,0.77,14,142,11
20230310,13,0.74,10,151,10
20230310,14,0.74,12,157,10
20230310,15,0.67,10,155,9
20230310,16,0.64,10,156,9
20230310,17,0.58,11,153,8
20230310,18,0.6,15,144,8
20230310,19,0.6,20,126,8
20230310,20,0.63,24,111,8
20230310,21,0.68,28,100,11
20230310,22,0.69,29,97,13
20230310,23,0.69,29,95,12
20230311,0,0.69,27,93,13
20230311,1,0.71,32,79,11
20230311,2,0.72,41,61,11
20230311,3,0.74,39,57,11
20230311,4,0.75,40,51,11
20230311,5,0.76,46,37,11
20230311,6,0.8,56,25,11
20230311,7,0.83,72,11,12
20230311,8,0.91,74,10,13
20230311,9,0.96,76,18,15
20230311,10,0.86,49,55,21
20230311,11,0.86,35,92,21
20230311,12,0.86,30,115,18
20230311,13,0.84,28,124,18
20230311,14,0.82,23,140,16
20230311,15,0.76,19,152,14
20230311,16,0.8,21,148,12
20230311,17,0.82,23,125,12
20230311,18,0.76,24,102,10
20230311,19,0.7,25,81,10
20230311,20,0.72,25,75,10
20230311,21,0.72,26,70,9
20230311,22,0.71,22,79,8
20230311,23,0.75,19,89,7
20230312,0,0.7,14,98,6
20230312,1,0.66,15,89,7
20230312,2,0.64,16,82,7
20230312,3,0.64,17,78,7
20230312,4,0.69,27,59,8
20230312,5,0.69,28,45,10
20230312,6,0.64,23,48,11
20230312,7,0.69,22,51,10
20230312,8,0.64,16,62,8
20230312,9,0.61,13,66,8
20230312,10,0.59,11,72,9
20230312,11,0.56,10,79,7
20230312,12,0.55,10,82,7
20230312,13,0.54,10,86,7
20230312,14,0.51,9,89,6
20230312,15,0.5,9,89,6
20230312,16,0.52,10,91,6
20230312,17,0.52,11,92,7
20230312,18,0.47,12,90,8
20230312,19,0.53,15,85,8
20230312,20,0.51,18,80,8
20230312,21,0.55,24,69,8
20230312,22,0.57,29,59,8
20230312,23,0.57,32,51,9
20230313,0,0.6,34,45,11
20230313,1,0.65,44,35,13
20230313,2,0.64,46,30,13
20230313,3,0.7,58,19,19
20230313,4,0.7,53,24,19
20230313,5,0.73,47,28,19
20230313,6,0.78,48,26,23
20230313,7,0.78,48,28,21
20230313,8,0.74,41,42,19
20230313,9,0.74,32,57,15
20230313,10,0.65,24,69,14
20230313,11,0.59,17,83,10
20230313,12,0.55,14,92,9
20230313,13,0.57,12,99,9
20230313,14,0.55,11,106,8
20230313,15,0.53,11,108,8
20230313,16,0.51,11,109,8
20230313,17,0.5,12,109,8
20230313,18,0.47,14,107,8
20230313,19,0.51,18,100,8
20230313,20,0.53,21,91,8
20230313,21,0.54,22,86,10
20230313,22,0.59,23,81,12
20230313,23,0.6,25,76,12
20230314,0,0.63,26,74,10
20230314,1,0.65,26,73,11
20230314,2,0.69,27,67,11
20230314,3,0.7,29,61,11
20230314,4,0.72,29,57,12
20230314,5,0.75,30,54,12
20230314,6,0.75,30,53,12
20230314,7,0.7,31,52,12
20230314,8,0.71,33,57,12
20230314,9,0.72,30,67,12
20230314,10,0.71,28,78,12
20230314,11,0.69,23,91,12
20230314,12,0.67,16,111,11
20230314,13,0.61,13,121,10
20230314,14,0.6,12,126,10
20230314,15,0.6,12,132,10
20230314,16,0.6,13,137,10
20230314,17,0.6,14,139,10
20230314,18,0.63,17,136,9
20230314,19,0.66,24,122,9
20230314,20,0.7,29,107,9
20230314,21,0.68,29,102,10
20230314,22,0.69,36,90,9
20230314,23,0.76,49,69,11
20230315,0,0.79,57,57,10
20230315,1,0.76,64,43,10
20230315,2,0.76,69,33,12
20230315,3,0.8,80,20,13
20230315,4,0.77,77,20,15
20230315,5,0.8,66,28,15
20230315,6,0.72,34,51,12
20230315,7,0.65,19,56,8
20230315,8,0.75,18,55,8
20230315,9,0.81,18,60,8
20230315,10,0.75,17,66,8
20230315,11,0.66,17,69,8
20230315,12,0.65,17,73,8
20230315,13,0.69,16,75,8
20230315,14,0.62,16,76,9
20230315,15,0.6,16,76,8
20230315,16,0.59,17,75,8
20230315,17,0.59,18,73,8
20230315,18,0.59,21,68,8
20230315,19,0.59,25,61,9
20230315,20,0.61,28,53,8
20230315,21,0.6,27,52,9
20230315,22,0.69,27,47,11
20230315,23,0.64,23,49,11
20230316,0,0.63,19,54,9
20230316,1,0.61,18,56,10
20230316,2,0.65,19,55,15
20230316,3,0.63,18,55,12
20230316,4,0.57,18,54,12
20230316,5,0.56,20,51,13
20230316,6,0.59,20,49,12
20230316,7,0.6,23,46,13
20230316,8,0.59,22,48,12
20230316,9,0.56,18,57,10
20230316,10,0.54,17,62,9
20230316,11,0.56,18,64,9
20230316,12,0.59,20,65,9
20230316,13,0.6,18,68,9
20230316,14,0.58,18,68,9
20230316,15,0.51,19,72,8
20230316,16,0.48,21,71,8
20230316,17,0.46,16,77,8
20230316,18,0.47,18,71,7
20230316,19,0.5,20,66,8
20230316,20,0.51,19,65,9
20230316,21,0.5,14,73,7
20230316,22,0.47,11,76,7
20230316,23,0.49,10,74,6
20230317,0,0.49,11,72,6
20230317,1,0.47,10,73,6
20230317,2,0.49,11,68,6
20230317,3,0.59,14,60,6
20230317,4,0.5,13,60,6
20230317,5,0.54,12,61,6
20230317,6,0.6,14,56,6
20230317,7,0.76,16,52,6
20230317,8,0.86,19,48,6
20230317,9,0.74,19,51,6
20230317,10,0.81,24,45,6
20230317,11,0.74,24,50,6
20230317,12,0.63,20,61,6
20230317,13,0.59,17,66,6
20230317,14,0.57,15,72,6
20230317,15,0.57,16,70,6
20230317,16,0.57,20,68,7
20230317,17,0.6,23,65,7
20230317,18,0.59,26,60,7
20230317,19,0.67,31,51,7
20230317,20,0.7,37,39,7
20230317,21,0.7,44,27,7
20230317,22,0.67,42,24,7
20230317,23,0.64,35,27,7
20230318,0,0.65,34,27,7
20230318,1,0.73,33,26,7
20230318,2,0.7,32,23,7
20230318,3,0.66,34,21,7
20230318,4,0.64,32,25,8
20230318,5,0.68,32,24,9
20230318,6,0.66,33,23,9
20230318,7,0.67,35,25,8
