date,hour,CO (mg/m³),NO2 (µg/m³),O3 (µg/m³),SO2 (µg/m³)
20221126,5,1.23,54,6,9
20221126,6,1.2,51,9,8
20221126,7,1.32,53,9,8
20221126,8,1.1,45,18,8
20221126,9,0.94,30,33,8
20221126,10,0.79,23,43,8
20221126,11,0.71,23,47,8
20221126,12,0.66,23,48,8
20221126,13,0.65,19,54,10
20221126,14,0.68,20,55,11
20221126,15,0.76,22,55,11
20221126,16,0.8,28,48,10
20221126,17,0.66,31,42,9
20221126,18,0.64,33,38,8
20221126,19,0.67,36,33,8
20221126,20,0.64,33,35,8
20221126,21,0.6,26,42,9
20221126,22,0.56,23,46,8
20221126,23,0.56,24,44,7
20221127,0,0.56,27,37,8
20221127,1,0.59,27,36,8
20221127,2,0.61,26,38,8
20221127,3,0.62,22,45,8
20221127,4,0.65,21,47,8
20221127,5,0.69,20,47,8
20221127,6,0.74,20,45,7
20221127,7,0.8,24,40,6
20221127,8,0.82,27,34,6
20221127,9,0.9,29,33,7
20221127,10,0.91,25,42,7
20221127,11,0.93,23,51,8
20221127,12,0.89,22,61,8
20221127,13,0.89,21,72,8
20221127,14,0.88,21,88,8
20221127,15,0.89,21,97,8
20221127,16,0.85,23,96,7
20221127,17,0.86,27,89,6
20221127,18,0.95,43,63,7
20221127,19,1.13,71,26,7
20221127,20,1.16,84,12,7
20221127,21,1.18,80,15,8
20221127,22,1.1,77,11,9
20221127,23,1.04,69,14,10
20221128,0,0.99,60,16,10
20221128,1,0.98,46,23,9
20221128,2,0.99,48,13,8
20221128,3,1.04,51,8,8
20221128,4,1.04,53,5,8
20221128,5,1.02,49,4,8
20221128,6,1.11,39,2,8
20221128,7,1.21,33,2,8
20221128,8,1.19,30,2,9
20221128,9,1.14,30,3,8
20221128,10,1.19,31,4,9
20221128,11,1.14,31,4,9
20221128,12,1.21,32,4,8
20221128,13,1.22,30,3,6
20221128,14,1.36,33,4,6
20221128,15,1.34,32,4,6
20221128,16,1.28,32,5,6
20221128,17,1.39,39,3,6
20221128,18,1.59,43,3,6
20221128,19,1.46,41,3,6
20221128,20,1.38,39,3,6
20221128,21,1.31,37,3,6
20221128,22,1.25,36,2,7
20221128,23,1.23,33,4,7
20221129,0,1.13,29,9,7
20221129,1,1.04,27,14,7
20221129,2,1,27,16,7
20221129,3,0.94,26,19,8
20221129,4,0.92,23,21,8
20221129,5,0.94,22,25,9
20221129,6,1.04,25,20,10
20221129,7,1.11,31,12,9
20221129,8,0.85,28,21,8
20221129,9,0.69,20,38,9
20221129,10,0.74,21,37,9
20221129,11,0.74,22,39,8
20221129,12,0.71,21,43,9
20221129,13,0.65,17,47,10
20221129,14,0.64,19,47,9
20221129,15,0.69,22,45,8
20221129,16,0.65,22,43,9
20221129,17,0.65,18,47,10
20221129,18,0.61,18,46,10
20221129,19,0.58,16,52,9
20221129,20,0.6,14,52,8
20221129,21,0.61,15,49,9
20221129,22,0.59,15,49,8
20221129,23,0.55,14,49,9
20221130,0,0.55,15,47,8
20221130,1,0.55,14,46,8
20221130,2,0.63,14,47,8
20221130,3,0.57,14,46,8
20221130,4,0.54,13,47,8
20221130,5,0.62,12,49,9
20221130,6,0.57,12,50,8
20221130,7,0.62,15,45,9
20221130,8,0.67,19,40,10
20221130,9,0.65,16,44,12
20221130,10,0.62,14,48,11
20221130,11,0.62,14,51,10
20221130,12,0.61,12,53,11
20221130,13,0.6,12,56,10
20221130,14,0.6,13,56,10
20221130,15,0.56,13,56,8
20221130,16,0.54,14,56,7
20221130,17,0.54,17,52,8
20221130,18,0.56,19,48,8
20221130,19,0.59,21,44,9
20221130,20,0.56,22,42,9
20221130,21,0.57,22,41,10
20221130,22,0.56,22,42,11
20221130,23,0.57,22,39,11
20221201,0,0.57,22,38,11
20221201,1,0.56,21,37,9
20221201,2,0.55,20,37,10
20221201,3,0.56,20,34,10
20221201,4,0.61,20,34,12
20221201,5,0.65,20,33,13
20221201,6,0.64,22,31,13
20221201,7,0.64,29,26,12
20221201,8,0.69,34,23,14
20221201,9,0.74,32,28,15
20221201,10,0.71,26,38,15
20221201,11,0.63,22,48,13
20221201,12,0.55,21,52,12
20221201,13,0.57,18,58,13
20221201,14,0.5,15,62,12
20221201,15,0.53,15,62,12
20221201,16,0.53,18,59,12
20221201,17,0.55,25,51,12
20221201,18,0.67,33,41,12
20221201,19,0.69,39,33,13
20221201,20,0.74,44,28,15
20221201,21,0.76,45,27,16
20221201,22,0.78,47,22,16
20221201,23,0.78,54,15,15
20221202,0,0.81,56,10,14
20221202,1,0.83,58,5,12
20221202,2,0.81,57,6,13
20221202,3,0.83,56,6,12
20221202,4,0.83,56,6,13
20221202,5,0.84,56,4,13
20221202,6,0.85,52,8,13
20221202,7,0.86,54,6,14
20221202,8,0.91,51,9,19
20221202,9,0.93,44,21,22
20221202,11,0.72,27,49,13
20221202,12,0.64,20,62,11
20221202,13,0.58,16,69,10
20221202,14,0.53,16,68,9
20221202,15,0.51,16,69,10
20221202,16,0.53,17,68,9
20221202,17,0.56,21,63,10
20221202,18,0.6,27,54,9
20221202,19,0.64,30,47,10
20221202,20,0.65,32,41,10
20221202,21,0.68,35,36,10
20221202,22,0.74,37,31,10
20221202,23,0.74,41,24,10
20221203,0,0.76,44,20,10
20221203,1,0.74,47,17,11
20221203,2,0.78,49,13,11
20221203,3,0.75,50,10,10
20221203,4,0.79,50,8,11
20221203,5,0.82,53,4,12
20221203,6,0.86,53,5,11
20221203,7,0.93,52,5,12
20221203,8,1.04,52,6,13
20221203,9,0.9,50,9,15
20221203,10,0.88,45,21,16
20221203,11,0.89,41,31,17
20221203,12,0.88,38,40,18
20221203,13,0.8,33,51,16
20221203,14,0.74,27,63,13
20221203,15,0.75,35,63,12
20221203,16,0.78,42,53,13
20221203,17,0.76,43,47,12
20221203,18,0.79,48,38,13
20221203,19,0.85,51,32,13
20221203,20,0.86,50,30,13
20221203,21,0.86,45,32,12
20221203,22,0.84,42,33,12
20221203,23,0.9,43,30,13
20221204,0,0.96,45,25,14
20221204,1,0.88,40,26,12
20221204,2,0.71,30,33,10
20221204,3,0.67,25,38,9
20221204,4,0.67,26,35,9
20221204,5,0.62,24,40,8
20221204,6,0.55,20,49,7
20221204,7,0.52,19,52,7
20221204,8,0.52,21,50,8
20221204,9,0.56,20,52,7
20221204,10,0.64,20,51,8
20221204,11,0.65,20,51,9
20221204,12,0.65,18,55,9
20221204,13,0.64,19,56,9
20221204,14,0.64,22,53,9
20221204,15,0.66,25,50,9
20221204,16,0.64,28,47,9
20221204,17,0.63,29,45,9
20221204,18,0.66,33,39,9
20221204,19,0.69,36,34,9
20221204,20,0.7,35,31,10
20221204,21,0.72,36,29,10
20221204,22,0.7,37,28,10
20221204,23,0.7,36,27,11
20221205,0,0.7,37,26,12
20221205,1,0.71,40,21,12
20221205,2,0.74,47,13,11
20221205,3,0.74,49,10,11
20221205,4,0.76,51,8,11
20221205,5,0.81,52,6,10
20221205,6,0.81,54,5,10
20221205,7,0.88,55,3,10
20221205,8,1,55,5,12
20221205,9,0.94,51,15,14
20221205,10,0.8,41,31,14
20221205,11,0.71,33,44,13
20221205,12,0.67,26,53,11
20221205,13,0.61,23,59,10
20221205,14,0.63,23,62,10
20221205,15,0.64,25,62,10
20221205,16,0.65,28,61,10
20221205,17,0.66,35,54,10
20221205,19,0.98,69,11,10
20221205,20,1,69,9,10
20221205,21,0.95,64,13,11
20221205,22,0.95,60,13,12
20221205,23,0.94,58,12,14
20221206,0,0.95,56,12,12
20221206,1,0.96,57,8,11
20221206,2,0.95,57,8,13
20221206,3,0.93,55,7,11
20221206,4,0.97,56,5,11
20221206,5,1.03,56,5,14
20221206,6,1,55,5,15
20221206,7,1.14,57,4,15
20221206,8,1.21,56,5,16
20221206,9,1.23,56,11,17
20221206,10,1.08,53,22,17
20221206,11,0.93,40,43,15
20221206,12,0.81,36,53,13
20221206,13,0.77,35,58,12
20221206,14,0.75,32,63,11
20221206,15,0.72,30,68,10
20221206,16,0.72,33,64,10
20221206,17,0.76,41,53,10
20221206,18,0.86,58,31,10
20221206,19,1,74,12,10
20221206,20,1.08,78,8,10
20221206,21,1.1,77,5,10
20221206,22,1.05,74,6,10
20221206,23,1.03,71,5,10
20221207,0,1.04,64,6,10
20221207,1,1.04,61,7,9
20221207,2,1.03,58,5,8
20221207,3,1.09,56,4,8
20221207,4,1.11,54,4,8
20221207,5,1.11,49,4,8
20221207,6,1.18,50,3,8
20221207,7,1.25,53,4,9
20221207,8,1.4,57,4,10
20221207,9,1.49,60,5,12
20221207,10,1.32,63,10,12
20221207,11,1.1,52,28,11
20221207,12,0.95,42,49,11
20221207,13,0.83,28,70,10
20221207,14,0.71,23,84,10
20221207,15,0.7,22,92,10
20221207,16,0.7,21,94,11
20221207,17,0.72,28,85,10
20221207,18,0.83,51,56,9
20221207,19,0.94,69,36,9
20221207,20,0.94,63,41,9
20221207,21,1,72,31,9
20221207,22,1.01,82,18,10
20221207,23,1,84,10,9
20221208,0,0.96,79,13,10
20221208,1,0.95,81,8,10
20221208,2,0.95,79,8,11
20221208,3,0.99,76,10,11
20221208,4,0.99,73,9,11
20221208,5,0.95,70,14,12
20221208,6,0.99,74,7,12
20221208,7,1.04,76,5,12
20221208,8,1.11,75,4,13
20221208,9,1.19,72,6,13
20221208,10,1.16,71,11,13
20221208,11,1.04,61,25,12
20221208,12,0.97,45,48,11
20221208,13,0.93,37,58,10
20221208,14,0.96,40,56,9
20221208,15,1,46,50,9
20221208,16,1,46,48,9
20221208,17,1.02,48,45,9
20221208,18,1.11,59,33,10
20221208,19,1.24,68,22,12
20221208,20,1.29,68,16,12
20221208,21,1.19,64,18,11
20221208,22,1.19,60,20,10
20221208,23,1.2,58,16,11
20221209,0,1.23,62,9,12
20221209,1,1.26,59,10,15
20221209,2,1.24,62,8,14
20221209,3,1.2,62,8,12
20221209,4,1.23,64,9,12
20221209,5,1.34,59,13,11
20221209,6,1.41,55,19,11
20221209,7,1.51,58,14,12
20221209,8,1.5,60,11,14
20221209,9,1.56,61,12,16
20221209,10,1.55,59,21,16
20221209,11,1.3,54,37,14
20221209,12,1.13,54,45,12
20221209,13,1.13,51,47,11
20221209,14,1.1,55,43,10
20221209,15,1.08,57,37,10
20221209,16,1.14,65,30,9
20221209,17,1.23,76,19,9
20221209,18,1.31,80,14,9
20221209,19,1.36,79,14,8
20221209,20,1.4,78,11,8
20221209,21,1.42,75,10,8
20221209,22,1.5,73,9,9
20221209,23,1.54,66,11,10
20221210,0,1.55,62,12,11
20221210,1,1.5,57,14,10
20221210,2,1.38,50,19,9
20221210,3,1.39,56,16,9
20221210,4,1.47,62,8,9
20221210,5,1.51,64,5,11
20221210,6,1.56,62,3,10
20221210,7,1.55,58,4,10
20221210,8,1.56,53,6,11
20221210,9,1.52,47,12,11
20221210,10,1.55,46,20,14
20221210,11,1.4,45,49,11
20221210,12,1.45,38,73,13
20221210,13,1.74,47,52,12
20221210,14,1.47,43,58,11
20221210,15,1.21,38,63,10
20221210,16,1.07,38,60,9
20221210,17,0.9,38,52,9
20221210,18,0.89,42,39,9
20221210,19,0.75,35,40,8
20221210,20,0.76,35,37,9
20221210,21,0.76,35,33,10
20221210,22,0.84,39,27,11
20221210,23,0.9,41,25,12
20221211,0,0.91,42,21,11
20221211,1,0.93,44,17,12
20221211,2,0.9,51,10,12
20221211,3,0.89,51,8,13
20221211,4,0.95,51,7,15
20221211,5,1,53,6,15
20221211,6,1,53,4,15
20221211,7,1.08,50,5,13
20221211,8,1.17,49,5,13
20221211,9,1.16,47,10,17
20221211,10,1,37,30,18
20221211,11,0.88,30,46,13
20221211,12,0.76,27,57,11
20221211,13,0.71,26,62,10
20221211,14,0.7,28,62,11
20221211,15,0.72,32,59,11
20221211,16,0.71,34,56,11
20221211,17,0.81,41,47,13
20221211,18,0.89,48,39,13
20221211,19,0.99,59,25,13
20221211,20,1.04,59,19,12
20221211,21,1.13,65,10,11
20221211,22,1.07,66,8,11
20221211,23,1.02,63,9,12
20221212,0,1.07,66,5,12
20221212,1,1.01,61,8,11
20221212,2,0.95,56,15,11
20221212,3,0.94,55,14,10
20221212,4,0.94,55,14,11
20221212,5,0.95,53,16,13
20221212,6,1.01,52,18,15
20221212,7,1.01,51,19,14
20221212,8,0.97,48,21,13
20221212,9,0.95,45,26,14
20221212,10,0.91,35,35,12
20221212,11,0.91,27,42,11
20221212,12,0.91,26,49,11
20221212,13,0.81,23,59,12
20221212,14,0.74,21,67,10
20221212,15,0.71,21,71,10
20221212,16,0.71,24,71,11
20221212,17,0.78,32,62,11
20221212,18,0.89,55,35,10
20221212,19,1.1,66,17,11
20221212,20,1.21,68,12,10
20221212,21,1.13,66,15,11
20221212,22,1.02,61,19,10
20221212,23,1.01,57,22,10
20221213,0,0.99,53,22,10
20221213,1,1.06,49,23,11
20221213,2,1.1,52,20,12
20221213,3,1.01,42,28,11
20221213,4,0.95,35,35,10
20221213,5,0.89,28,38,9
20221213,6,0.87,28,35,10
20221213,7,0.87,33,29,10
20221213,8,0.94,43,20,10
20221213,9,0.96,38,29,10
20221213,10,0.91,31,38,11
20221213,11,0.95,29,40,14
20221213,12,0.89,26,50,14
20221213,13,0.84,22,59,13
20221213,14,0.76,21,63,10
20221213,15,0.72,19,63,9
20221213,16,0.7,17,64,8
20221213,17,0.66,19,61,7
20221213,18,0.75,28,49,8
20221213,19,0.78,28,46,8
20221213,20,0.79,32,40,9
20221213,21,0.79,33,37,10
20221213,22,0.78,32,36,9
20221213,23,0.79,34,31,9
20221214,0,0.79,38,27,11
20221214,1,0.77,38,24,12
20221214,2,0.79,41,20,12
20221214,3,0.77,39,20,10
20221214,4,0.76,42,17,11
20221214,5,0.77,43,13,11
20221214,6,0.83,44,12,11
20221214,7,0.91,49,5,11
20221214,8,1.07,54,5,12
20221214,9,1.13,52,14,15
20221214,10,0.94,38,36,14
20221214,11,0.81,28,47,11
20221214,12,0.73,20,60,10
20221214,13,0.69,16,66,9
20221214,14,0.63,15,69,8
20221214,15,0.6,16,68,8
20221214,16,0.61,14,69,7
20221214,17,0.64,20,61,8
20221214,18,0.74,26,51,8
20221214,19,0.78,29,45,9
20221214,20,0.76,28,43,10
20221214,21,0.8,29,40,10
20221214,22,0.79,31,34,10
20221214,23,0.84,33,29,10
20221215,0,0.85,34,25,9
20221215,1,0.84,37,23,9
20221215,2,0.83,38,21,9
20221215,3,0.85,40,19,10
20221215,4,0.89,39,18,10
20221215,5,0.92,39,18,10
20221215,6,0.95,40,15,10
20221215,7,0.99,46,9,10
20221215,8,1.07,49,6,10
20221215,9,1.13,47,12,11
20221215,10,1.11,48,19,13
20221215,11,1.13,51,24,14
20221215,12,1.06,53,35,14
20221215,13,1,50,45,15
20221215,14,0.99,46,52,14
20221215,15,1.02,46,51,15
20221215,16,0.96,45,52,18
20221215,17,0.99,50,49,15
20221215,18,0.99,58,34,15
20221215,19,0.99,56,28,15
20221215,20,1.01,49,33,17
20221215,21,1.11,49,29,19
20221215,22,0.97,34,34,12
20221215,23,0.84,28,31,8
20221216,0,0.79,22,34,7
20221216,1,0.77,19,36,7
20221216,2,0.72,19,35,8
20221216,3,0.69,17,38,8
20221216,4,0.69,17,39,7
20221216,5,0.67,14,45,8
20221216,6,0.66,13,46,8
20221216,7,0.64,12,49,7
20221216,8,0.65,13,50,7
20221216,9,0.66,14,49,7
20221216,10,0.62,14,50,7
20221216,11,0.63,15,49,7
20221216,12,0.64,15,52,7
20221216,13,0.62,15,53,7
20221216,14,0.61,17,53,8
20221216,15,0.65,19,50,10
20221216,16,0.65,22,47,11
20221216,17,0.68,25,43,11
20221216,18,0.74,29,37,11
20221216,19,0.8,34,28,11
20221216,20,0.81,39,19,11
20221216,21,0.8,41,14,11
20221216,22,0.83,46,10,11
20221216,23,0.86,47,8,10
20221217,0,0.81,39,16,10
20221217,1,0.83,38,13,11
20221217,2,0.93,42,8,14
20221217,3,0.98,38,11,16
20221217,4,1.03,37,13,15
20221217,5,1.03,36,13,15
20221217,6,1.05,35,15,16
20221217,7,1.05,37,11,15
