date,hour,CO (mg/m³),NO2 (µg/m³),O3 (µg/m³),SO2 (µg/m³)
20220320,12,0.86,21,58,12
20220320,13,0.81,22,55,10
20220320,14,0.76,23,55,9
20220320,15,0.74,24,54,10
20220320,16,0.69,26,54,11
20220320,17,0.69,26,54,11
20220320,18,0.69,29,53,11
20220320,19,0.66,30,52,10
20220320,20,0.64,31,49,10
20220320,21,0.63,33,46,12
20220320,22,0.59,36,43,14
20220320,23,0.6,43,31,15
20220321,0,0.57,45,27,17
20220321,1,0.57,43,28,12
20220321,2,0.59,38,29,12
20220321,3,0.62,34,32,11
20220321,4,0.64,30,33,9
20220321,5,0.64,30,32,9
20220321,6,0.65,26,37,10
20220321,7,0.64,27,41,10
20220321,8,0.7,28,49,9
20220321,9,0.61,25,59,9
20220321,10,0.58,23,65,9
20220321,11,0.57,23,68,9
20220321,12,0.59,22,72,9
20220321,13,0.59,19,77,10
20220321,14,0.75,21,76,12
20220321,15,0.65,22,76,11
20220321,16,0.6,25,72,9
20220321,17,0.6,26,67,9
20220321,18,0.6,32,53,9
20220321,19,0.59,38,43,9
20220321,20,0.55,39,42,9
20220321,21,0.55,40,40,9
20220321,22,0.54,35,42,8
20220321,23,0.53,36,36,8
20220322,0,0.55,40,30,8
20220322,1,0.56,41,27,9
20220322,2,0.58,41,26,8
20220322,3,0.61,44,20,8
20220322,4,0.63,49,16,9
20220322,5,0.58,47,20,9
20220322,6,0.57,50,16,9
20220322,7,0.69,51,13,8
20220322,8,0.8,55,12,10
20220322,9,0.85,49,28,12
20220322,10,0.96,41,42,14
20220322,11,0.85,33,60,15
20220322,12,0.75,26,88,13
20220322,13,0.81,25,94,13
20220322,14,0.8,24,100,13
20220322,15,0.72,22,104,12
20220322,16,0.74,23,103,13
20220322,17,0.69,24,101,13
20220322,18,0.68,27,96,12
20220322,19,0.65,31,88,11
20220322,20,0.67,37,76,11
20220322,21,0.69,40,68,11
20220322,22,0.74,36,66,12
20220322,23,0.78,32,58,12
20220323,0,0.88,36,48,13
20220323,1,0.84,32,49,13
20220323,2,0.89,32,46,13
20220323,3,0.91,30,42,13
20220323,4,0.8,25,46,12
20220323,5,0.79,26,45,12
20220323,6,0.8,29,39,12
20220323,7,0.8,29,37,12
20220323,8,0.74,26,47,13
20220323,9,0.72,20,64,13
20220323,10,0.66,20,73,12
20220323,11,0.66,17,84,11
20220323,12,0.6,15,93,11
20220323,13,0.54,14,104,11
20220323,14,0.53,13,111,10
20220323,15,0.53,14,111,10
20220323,16,0.5,14,108,9
20220323,17,0.5,14,103,8
20220323,18,0.55,15,100,8
20220323,19,0.6,18,94,8
20220323,20,0.63,18,87,8
20220323,21,0.59,19,83,9
20220323,22,0.64,21,76,9
20220323,23,0.65,23,70,9
20220324,0,0.75,32,59,10
20220324,1,0.69,29,54,10
20220324,2,0.79,29,53,9
20220324,3,0.75,28,49,9
20220324,4,0.68,26,52,9
20220324,5,0.68,24,50,9
20220324,6,0.75,24,46,9
20220324,7,0.8,27,40,10
20220324,8,0.97,33,37,11
20220324,9,0.84,28,47,12
20220324,10,0.8,22,60,12
20220324,11,0.72,19,73,10
20220324,12,0.64,14,83,9
20220324,13,0.6,13,91,9
20220324,14,0.58,13,99,9
20220324,15,0.54,13,102,8
20220324,16,0.53,13,104,8
20220324,17,0.54,13,106,8
20220324,18,0.6,17,109,9
20220324,19,0.71,23,112,10
20220324,20,0.76,27,114,10
20220324,21,0.69,30,111,10
20220324,22,0.68,30,113,10
20220324,23,0.69,30,106,11
20220325,0,0.69,34,99,10
20220325,1,0.68,25,96,9
20220325,2,0.69,26,86,8
20220325,3,0.69,25,82,9
20220325,4,0.64,22,71,8
20220325,5,0.61,22,60,8
20220325,6,0.59,21,55,8
20220325,7,0.65,27,43,8
20220325,8,0.67,29,39,8
20220325,9,0.75,28,35,8
20220325,10,0.75,28,27,7
20220325,11,0.73,29,25,8
20220325,12,0.71,28,27,7
20220325,13,1.09,29,28,7
20220325,14,1.35,31,31,7
20220325,15,1.15,30,36,9
20220325,16,0.85,27,44,7
20220325,17,0.88,25,61,7
20220325,18,0.95,23,62,7
20220325,19,1.03,23,58,7
20220325,20,1.25,24,54,7
20220325,21,1.33,26,46,7
20220325,22,1.38,23,53,7
20220325,23,1.28,20,58,7
20220326,0,1.11,20,59,7
20220326,1,0.96,17,58,7
20220326,2,0.8,18,51,8
20220326,3,0.75,17,51,7
20220326,4,0.72,16,53,7
20220326,5,0.88,18,49,8
20220326,6,0.78,19,44,7
20220326,7,0.84,21,40,7
20220326,8,0.83,24,39,8
20220326,9,0.91,21,52,9
20220326,10,0.77,20,61,10
20220326,11,0.71,19,74,11
20220326,12,0.67,19,79,10
20220326,13,0.63,16,87,10
20220326,14,0.56,14,99,10
20220326,15,0.56,12,108,9
20220326,16,0.49,11,112,9
20220326,17,0.47,12,110,9
20220326,18,0.5,17,102,10
20220326,19,0.57,25,87,9
20220326,20,0.6,31,70,12
20220326,21,0.76,37,56,13
20220326,22,0.84,42,48,14
20220326,23,0.83,42,45,15
20220327,0,0.71,38,50,16
20220327,1,0.81,33,54,15
20220327,2,0.81,35,52,13
20220327,3,0.72,28,57,13
20220327,4,0.63,21,65,11
20220327,5,0.63,14,63,12
20220327,6,0.71,18,49,12
20220327,7,0.74,24,38,12
20220327,8,0.76,27,39,14
20220327,9,0.65,20,56,13
20220327,10,0.54,14,69,12
20220327,11,0.46,13,74,10
20220327,12,0.46,12,79,11
20220327,13,0.46,12,85,11
20220327,14,0.48,12,90,11
20220327,15,0.48,12,94,11
20220327,16,0.44,13,96,10
20220327,17,0.44,14,97,10
20220327,18,0.47,17,96,10
20220327,19,0.48,17,95,11
20220327,20,0.51,19,90,10
20220327,21,0.53,25,80,12
20220327,22,0.55,29,70,15
20220327,23,0.5,23,73,12
20220328,0,0.49,18,77,9
20220328,1,0.49,16,76,9
20220328,2,0.49,17,74,9
20220328,3,0.48,17,71,9
20220328,4,0.44,15,69,8
20220328,5,0.44,14,68,8
20220328,6,0.42,14,68,9
20220328,7,0.44,19,63,9
20220328,8,0.46,23,60,10
20220328,9,0.44,18,70,10
20220328,10,0.4,14,79,9
20220328,11,0.4,11,88,8
20220328,12,0.37,9,94,8
20220328,13,0.37,8,102,8
20220328,14,0.36,9,108,7
20220328,15,0.37,9,109,7
20220328,16,0.4,10,112,7
20220328,17,0.4,11,113,8
20220328,18,0.41,13,109,8
20220328,19,0.41,16,99,8
20220328,20,0.41,20,89,9
20220328,21,0.41,22,89,8
20220328,22,0.41,19,93,9
20220328,23,0.4,18,92,10
20220329,0,0.41,18,89,10
20220329,1,0.42,16,79,10
20220329,2,0.42,15,74,9
20220329,3,0.45,16,67,9
20220329,4,0.47,16,59,9
20220329,5,0.49,18,53,8
20220329,6,0.51,18,53,9
20220329,7,0.55,22,44,9
20220329,8,0.6,24,43,9
20220329,9,0.64,21,51,10
20220329,10,0.69,19,63,11
20220329,11,0.7,19,79,11
20220329,12,0.69,17,98,10
20220329,13,0.59,12,114,10
20220329,14,0.55,11,121,8
20220329,15,0.54,11,125,8
20220329,16,0.5,10,126,8
20220329,17,0.54,13,126,9
20220329,18,0.55,13,126,8
20220329,19,0.56,17,114,9
20220329,20,0.63,30,89,10
20220329,21,0.71,47,60,10
20220329,22,0.73,53,51,10
20220329,23,0.7,52,59,10
20220330,0,0.73,53,57,10
20220330,1,0.68,45,63,10
20220330,2,0.66,37,69,10
20220330,3,0.66,31,85,14
20220330,4,0.65,24,87,15
20220330,5,0.68,26,71,13
20220330,6,0.69,31,53,12
20220330,7,0.72,33,43,11
20220330,8,0.75,35,45,12
20220330,9,0.8,33,65,14
20220330,10,0.81,31,84,17
20220330,11,0.89,23,102,19
20220330,12,1,17,128,20
20220330,13,1,14,146,19
20220330,14,0.8,11,150,16
20220330,15,0.79,13,155,15
20220330,16,0.85,14,166,15
20220330,17,0.81,16,158,13
20220330,18,0.81,18,144,11
20220330,19,0.82,19,124,9
20220330,20,0.94,20,94,9
20220330,21,1.03,21,71,9
20220330,22,0.94,21,63,9
20220330,23,0.8,20,64,9
20220331,0,0.72,21,63,10
20220331,1,0.75,21,55,10
20220331,2,0.76,21,51,10
20220331,3,0.76,19,53,9
20220331,4,0.8,17,57,9
20220331,5,0.7,15,61,8
20220331,6,0.56,12,74,8
20220331,7,0.55,14,76,8
20220331,8,0.54,15,80,8
20220331,9,0.53,14,82,8
20220331,10,0.49,14,83,9
20220331,11,0.49,13,87,9
20220331,12,0.49,13,88,9
20220331,13,0.5,13,87,9
20220331,14,0.5,12,92,9
20220331,15,0.53,12,100,11
20220331,16,0.59,13,110,13
20220331,17,0.59,13,112,16
20220331,18,0.6,14,110,15
20220331,19,0.57,16,100,11
20220331,20,0.57,17,91,11
20220331,21,0.6,18,84,10
20220331,22,0.59,18,79,10
20220331,23,0.59,22,68,9
20220401,0,0.61,34,50,9
20220401,1,0.59,33,44,9
20220401,2,0.6,42,30,9
20220401,3,0.6,39,34,9
20220401,4,0.64,30,40,10
20220401,5,0.6,24,46,11
20220401,6,0.61,21,57,10
20220401,7,0.6,17,71,10
20220401,8,0.61,15,81,10
20220401,9,0.53,11,89,9
20220401,10,0.5,11,90,9
20220401,11,0.5,10,93,9
20220401,12,0.45,9,97,8
20220401,13,0.44,8,104,8
20220401,14,0.44,7,109,7
20220401,15,0.41,7,113,8
20220401,16,0.41,8,116,8
20220401,17,0.41,8,117,8
20220401,18,0.4,9,115,8
20220401,19,0.41,10,110,8
20220401,20,0.41,11,104,8
20220401,21,0.41,12,100,9
20220401,22,0.46,12,95,9
20220401,23,0.48,12,92,9
20220402,0,0.5,14,90,9
20220402,1,0.49,13,86,9
20220402,2,0.44,13,82,9
20220402,3,0.44,14,79,8
20220402,4,0.44,13,79,8
20220402,5,0.49,13,79,9
20220402,6,0.5,12,85,10
20220402,7,0.49,14,80,10
20220402,8,0.52,17,79,11
20220402,9,0.52,16,88,12
20220402,10,0.48,12,98,9
20220402,11,0.45,11,106,9
20220402,12,0.44,9,110,9
20220402,13,0.44,9,117,8
20220402,14,0.45,8,123,8
20220402,15,0.46,9,129,9
20220402,16,0.47,8,133,10
20220402,17,0.47,10,133,9
20220402,18,0.47,11,130,9
20220402,19,0.46,11,120,9
20220402,20,0.46,13,108,8
20220402,21,0.46,15,100,10
20220402,22,0.46,16,96,11
20220402,23,0.46,17,94,10
20220403,0,0.44,17,97,8
20220403,1,0.45,15,97,8
20220403,2,0.45,15,97,8
20220403,3,0.45,13,101,9
20220403,4,0.48,16,93,9
20220403,5,0.49,19,80,9
20220403,6,0.49,17,80,9
20220403,7,0.51,19,75,9
20220403,8,0.52,19,84,10
20220403,9,0.54,17,97,12
20220403,10,0.55,16,106,13
20220403,11,0.55,13,120,13
20220403,12,0.54,10,134,11
20220403,13,0.54,9,139,9
20220403,14,0.54,8,142,9
20220403,15,0.53,9,144,8
20220403,16,0.53,9,147,8
20220403,17,0.53,9,148,8
20220403,18,0.53,10,144,7
20220403,19,0.54,11,136,7
20220403,20,0.57,13,129,8
20220403,21,0.57,14,124,8
20220403,22,0.56,14,126,9
20220403,23,0.56,14,127,9
20220404,0,0.56,16,123,9
20220404,1,0.56,14,125,9
20220404,2,0.57,13,126,9
20220404,3,0.61,13,125,9
20220404,4,0.6,13,119,9
20220404,5,0.63,13,109,9
20220404,6,0.66,14,99,9
20220404,7,0.65,16,90,9
20220404,8,0.75,18,86,10
20220404,9,0.72,17,97,11
20220404,10,0.69,15,114,11
20220404,11,0.63,12,138,9
20220404,12,0.57,11,151,9
20220404,13,0.56,10,151,8
20220404,14,0.56,10,151,8
20220404,15,0.56,10,152,8
20220404,16,0.54,10,152,8
20220404,17,0.53,10,150,8
20220404,18,0.54,10,148,8
20220404,19,0.54,12,141,8
20220404,20,0.54,14,132,8
20220404,21,0.54,15,127,8
20220404,22,0.55,15,129,9
20220404,23,0.59,15,132,9
20220405,0,0.64,16,129,9
20220405,1,0.65,16,120,9
20220405,2,0.61,16,110,9
20220405,3,0.61,16,102,9
20220405,4,0.63,17,96,11
20220405,5,0.64,18,89,12
20220405,6,0.66,20,83,13
20220405,7,0.71,22,82,15
20220405,8,0.75,23,82,15
20220405,9,0.75,21,91,17
20220405,10,0.75,19,103,17
20220405,11,0.76,17,118,16
20220405,12,0.7,14,128,14
20220405,13,0.66,11,135,14
20220405,14,0.64,10,140,13
20220405,15,0.64,9,141,12
20220405,16,0.62,8,138,11
20220405,17,0.59,8,132,11
20220405,18,0.55,8,124,10
20220405,19,0.55,9,112,10
20220405,20,0.6,12,96,11
20220405,21,0.6,16,81,10
20220405,22,0.63,17,76,11
20220405,23,0.63,17,69,10
20220406,0,0.65,23,55,10
20220406,1,0.64,23,42,9
20220406,2,0.64,32,30,9
20220406,3,0.59,33,26,9
20220406,4,0.57,28,34,8
20220406,5,0.59,23,36,8
20220406,6,0.6,22,35,8
20220406,7,0.61,27,30,9
20220406,8,0.63,23,48,10
20220406,9,0.66,19,73,12
20220406,10,0.73,17,91,14
20220406,11,0.68,13,106,14
20220406,12,0.64,10,123,13
20220406,13,0.63,8,135,12
20220406,14,0.58,6,139,11
20220406,15,0.57,6,142,10
20220406,16,0.59,6,139,10
20220406,17,0.6,7,137,10
20220406,18,0.72,12,114,10
20220406,19,0.71,13,92,9
20220406,20,0.68,12,87,8
20220406,21,0.68,13,82,8
20220406,22,0.68,13,79,8
20220406,23,0.68,13,76,8
20220407,0,0.64,14,73,8
20220407,1,0.66,12,75,7
20220407,2,0.64,11,80,7
20220407,3,0.58,10,83,6
20220407,4,0.58,9,83,6
20220407,5,0.56,9,83,6
20220407,6,0.56,10,79,6
20220407,7,0.55,10,77,6
20220407,8,0.58,11,73,6
20220407,9,0.61,12,73,6
20220407,10,0.62,12,73,7
20220407,11,0.65,13,79,7
20220407,12,0.68,12,95,7
20220407,13,0.69,11,113,7
20220407,14,0.7,10,126,8
20220407,15,0.7,10,138,8
20220407,16,0.72,10,142,8
20220407,17,0.75,10,136,8
20220407,18,0.76,10,123,9
20220407,19,0.81,9,104,9
20220407,20,0.79,10,79,8
20220407,21,0.73,11,70,8
20220407,22,0.74,12,67,8
20220407,23,0.74,13,64,8
20220408,0,0.75,18,56,8
20220408,1,0.75,16,54,8
20220408,2,0.75,18,45,8
20220408,3,0.75,21,36,7
20220408,4,0.74,22,37,7
20220408,5,0.76,19,43,7
20220408,6,0.79,17,43,7
20220408,7,0.81,15,41,7
20220408,8,0.78,12,44,7
20220408,9,0.79,12,50,7
20220408,10,0.8,11,59,7
20220408,11,0.83,10,75,7
20220408,12,0.81,9,107,9
20220408,13,0.75,8,138,10
20220408,14,0.72,7,159,11
20220408,15,0.64,6,163,11
20220408,16,0.55,6,157,10
20220408,17,0.55,6,156,10
20220408,18,0.53,8,152,9
20220408,19,0.55,9,141,10
20220408,20,0.57,11,131,11
20220408,21,0.56,13,120,11
20220408,22,0.56,14,111,13
20220408,23,0.59,15,109,14
20220409,0,0.57,17,103,15
20220409,1,0.55,15,99,14
20220409,2,0.54,16,94,14
20220409,3,0.56,16,91,13
20220409,4,0.57,16,82,13
20220409,5,0.59,17,80,14
20220409,6,0.6,17,77,14
20220409,7,0.65,17,80,14
20220409,8,0.62,17,87,14
20220409,9,0.61,15,103,15
20220409,10,0.61,13,123,13
20220409,11,0.61,10,142,11
20220409,12,0.56,9,149,11
20220409,13,0.56,9,154,12
20220409,14,0.58,8,157,12
20220409,15,0.56,8,156,11
20220409,16,0.53,7,156,11
20220409,17,0.55,8,154,10
20220409,18,0.55,8,151,10
20220409,19,0.54,8,148,11
20220409,20,0.54,11,137,11
20220409,21,0.55,12,128,12
20220409,22,0.59,13,126,13
20220409,23,0.63,13,120,12
20220410,0,0.61,13,123,12
20220410,1,0.6,12,124,11
20220410,2,0.61,13,115,12
20220410,3,0.59,14,105,12
20220410,4,0.65,14,98,13
20220410,5,0.61,15,96,12
20220410,6,0.6,16,90,12
20220410,7,0.64,18,89,12
20220410,8,0.69,19,90,14
20220410,9,0.67,17,100,15
20220410,10,0.72,15,114,15
20220410,12,0.64,10,149,14
20220410,13,0.63,8,165,13
20220410,14,0.61,8,170,13
20220410,15,0.6,8,171,12
20220410,16,0.57,7,167,12
20220410,17,0.57,7,164,12
20220410,18,0.57,7,157,12
20220410,19,0.61,9,146,12
20220410,20,0.61,11,134,14
20220410,21,0.62,12,129,13
20220410,22,0.6,11,128,12
20220410,23,0.6,11,123,11
20220411,0,0.64,14,121,13
20220411,1,0.64,14,120,15
20220411,2,0.64,14,114,15
20220411,3,0.66,14,106,15
20220411,4,0.68,16,97,15
20220411,5,0.71,17,89,15
20220411,6,0.71,18,81,15
20220411,7,0.71,19,79,15
20220411,8,0.72,19,84,18
20220411,9,0.78,18,102,20
20220411,10,0.76,18,133,18
20220411,11,0.76,12,168,16
20220411,12,0.75,9,180,15
20220411,13,0.76,8,186,14
20220411,14,0.74,6,186,13
20220411,15,0.69,6,181,12
20220411,16,0.66,7,176,12
20220411,17,0.68,6,173,11
20220411,18,0.68,6,166,11
20220411,19,0.69,7,156,12
20220411,20,0.71,9,144,12
20220411,21,0.71,11,134,12
20220411,22,0.74,13,127,11
20220411,23,0.78,13,123,12
20220412,0,0.75,14,115,12
20220412,1,0.74,14,106,12
20220412,2,0.71,15,102,13
20220412,3,0.71,17,92,12
20220412,4,0.71,15,94,13
20220412,5,0.74,16,86,13
20220412,6,0.73,14,78,13
20220412,7,0.79,12,67,10
20220412,8,0.94,11,82,10
20220412,9,0.86,11,102,9
20220412,10,0.71,11,109,9
20220412,11,0.6,9,99,8
20220412,12,0.53,8,100,8
20220412,13,0.47,9,96,7
20220412,14,0.47,10,92,8
20220412,15,0.46,12,89,9
20220412,16,0.45,11,90,8
20220412,17,0.42,11,90,7
20220412,18,0.47,13,83,7
20220412,19,0.49,15,77,7
20220412,20,0.49,15,72,7
20220412,21,0.49,15,70,7
20220412,22,0.44,12,76,7
20220412,23,0.42,12,79,7
20220413,0,0.4,12,83,8
20220413,1,0.4,12,81,8
20220413,2,0.4,12,79,8
20220413,3,0.41,12,77,7
20220413,4,0.41,12,78,8
20220413,5,0.41,12,79,8
20220413,6,0.41,13,76,8
20220413,7,0.46,15,75,9
20220413,8,0.5,16,76,9
20220413,9,0.54,16,77,9
20220413,10,0.53,17,78,9
20220413,11,0.57,15,83,10
20220413,12,0.6,13,87,10
20220413,13,0.57,12,94,10
20220413,14,0.57,12,99,11
20220413,15,0.57,13,101,11
20220413,16,0.57,13,103,11
20220413,17,0.56,14,107,11
20220413,18,0.5,17,107,11
20220413,19,0.54,20,103,11
20220413,20,0.7,24,89,11
20220413,21,0.79,29,74,11
20220413,22,0.76,33,64,11
20220413,23,0.69,33,53,10
20220414,0,0.59,26,59,9
20220414,1,0.59,20,61,9
20220414,2,0.57,21,55,9
20220414,3,0.6,23,43,9
20220414,4,0.61,27,45,9
20220414,5,0.64,39,29,9
20220414,6,0.62,38,38,10
20220414,7,0.65,34,45,11
20220414,8,0.67,30,58,11
20220414,9,0.64,26,71,13
20220414,10,0.54,19,87,10
20220414,11,0.5,16,95,9
20220414,12,0.49,13,102,8
20220414,13,0.51,13,104,8
20220414,14,0.5,11,108,9
20220414,15,0.53,13,114,10
20220414,16,0.56,14,118,11
20220414,17,0.6,16,117,11
20220414,18,0.61,19,116,13
20220414,19,0.65,22,100,14
20220414,20,0.7,23,79,12
20220414,21,0.75,28,60,12
20220414,22,0.74,35,49,12
20220414,23,0.7,37,53,12
20220415,0,0.61,26,74,10
20220415,1,0.56,18,83,9
20220415,2,0.57,17,90,10
20220415,3,0.57,19,88,11
20220415,4,0.61,22,86,14
20220415,5,0.63,25,81,15
20220415,6,0.67,29,73,15
20220415,7,0.71,37,69,16
20220415,8,0.78,38,72,19
20220415,9,0.8,27,87,24
20220415,10,0.66,17,95,16
20220415,11,0.55,12,102,11
20220415,12,0.53,10,116,9
20220415,13,0.54,10,127,9
20220415,14,0.54,11,135,10
20220415,15,0.54,11,139,10
20220415,16,0.53,11,142,9
20220415,17,0.53,11,142,9
20220415,18,0.51,13,138,9
20220415,19,0.54,14,131,9
20220415,20,0.56,16,125,9
20220415,21,0.61,18,114,9
20220415,22,0.61,20,107,9
20220415,23,0.64,24,98,9
20220416,0,0.6,20,102,10
20220416,1,0.56,18,97,9
20220416,2,0.6,17,96,9
20220416,3,0.57,15,97,9
20220416,4,0.54,15,94,9
20220416,5,0.53,17,87,10
20220416,6,0.57,21,78,10
20220416,7,0.61,26,74,12
20220416,8,0.59,24,85,12
20220416,9,0.55,17,100,11
20220416,10,0.47,11,110,9
20220416,11,0.5,10,114,9
20220416,12,0.5,9,121,10
20220416,13,0.51,8,129,10
20220416,14,0.6,7,134,9
20220416,15,0.55,7,133,9
20220416,16,0.54,8,134,9
20220416,17,0.56,10,133,9
20220416,18,0.53,10,130,9
20220416,19,0.53,12,122,8
20220416,20,0.54,15,111,8
20220416,21,0.53,15,107,8
20220416,22,0.53,16,102,8
20220416,23,0.51,18,99,9
20220417,0,0.51,18,97,9
20220417,1,0.51,21,90,9
20220417,2,0.51,22,88,9
20220417,3,0.51,23,89,9
20220417,4,0.51,27,75,9
20220417,5,0.51,34,60,9
20220417,6,0.57,34,56,9
20220417,7,0.61,33,62,13
20220417,8,0.56,26,90,13
20220417,9,0.53,23,105,11
20220417,10,0.51,15,121,9
20220417,11,0.49,11,130,8
20220417,12,0.46,9,132,7
20220417,13,0.44,8,133,7
20220417,14,0.45,8,133,7
20220417,15,0.46,8,136,7
20220417,16,0.5,9,141,8
20220417,17,0.51,10,146,8
20220417,18,0.56,10,148,8
20220417,19,0.56,13,145,8
20220417,20,0.59,16,137,9
20220417,21,0.6,18,134,10
20220417,22,0.6,20,128,10
20220417,23,0.6,20,122,9
20220418,0,0.63,19,118,10
20220418,1,0.64,20,110,9
20220418,2,0.62,19,107,10
20220418,3,0.65,20,100,10
20220418,4,0.65,22,90,10
20220418,5,0.67,26,82,12
20220418,6,0.69,27,79,13
20220418,7,0.74,29,78,14
20220418,8,0.76,29,83,15
20220418,9,0.8,27,92,16
20220418,10,0.78,25,100,15
20220418,11,0.63,15,117,12
20220418,12,0.55,10,129,10
20220418,13,0.54,8,135,9
20220418,14,0.54,8,139,9
20220418,15,0.55,9,139,9
20220418,16,0.6,11,133,8
20220418,17,0.6,10,131,8
20220418,18,0.67,10,132,9
20220418,19,0.64,11,136,8
20220418,20,0.69,17,113,7
20220418,21,0.69,26,91,7
20220418,22,0.65,27,82,7
20220418,23,0.64,22,81,7
20220419,0,0.63,20,81,7
20220419,1,0.6,18,83,7
20220419,2,0.56,14,82,7
20220419,3,0.57,14,73,7
20220419,4,0.59,18,59,7
20220419,5,0.64,25,47,7
20220419,6,0.7,26,40,7
20220419,7,0.74,28,39,8
20220419,8,0.79,33,49,11
20220419,9,0.76,29,74,12
20220419,10,0.75,22,103,12
20220419,11,0.71,19,125,12
20220419,12,0.65,14,150,11
20220419,13,0.66,11,168,10
20220419,14,0.62,11,173,9
20220419,15,0.62,11,171,9
20220419,16,0.63,12,168,9
20220419,17,0.63,14,163,8
20220419,18,0.65,14,158,8
20220419,19,0.65,16,147,8
20220419,20,0.7,19,136,8
20220419,21,0.72,26,113,9
20220419,22,0.71,26,106,9
20220419,23,0.72,25,104,9
20220420,0,0.7,25,96,10
20220420,1,0.72,25,90,10
20220420,2,0.74,27,84,10
20220420,3,0.77,34,68,12
20220420,4,0.77,34,62,11
20220420,5,0.79,28,71,12
20220420,6,0.79,25,74,14
20220420,7,0.81,26,75,16
20220420,8,0.84,30,77,18
20220420,9,0.84,28,94,19
20220420,10,0.77,20,120,17
20220420,11,0.71,16,135,14
20220420,12,0.75,14,137,13
20220420,13,0.71,13,146,13
20220420,14,0.7,11,146,12
20220420,15,0.69,11,142,12
20220420,16,0.65,11,139,11
20220420,17,0.63,11,134,11
20220420,18,0.63,11,132,11
20220420,19,0.64,13,126,10
20220420,20,0.64,19,113,10
20220420,21,0.66,24,102,11
20220420,22,0.64,23,100,11
20220420,23,0.65,23,95,11
20220421,0,0.65,22,94,11
20220421,1,0.59,20,90,11
20220421,2,0.55,16,89,10
20220421,3,0.51,13,94,11
20220421,4,0.56,15,90,12
20220421,5,0.57,13,90,11
20220421,6,0.64,14,88,11
20220421,7,0.66,20,78,11
20220421,8,0.71,19,86,12
20220421,9,0.65,15,101,11
20220421,10,0.63,13,114,10
20220421,11,0.59,9,123,9
20220421,12,0.57,9,129,9
20220421,13,0.56,7,135,9
20220421,14,0.57,7,138,9
20220421,15,0.57,7,140,9
20220421,16,0.6,8,142,9
20220421,17,0.6,7,140,9
20220421,18,0.61,9,138,9
20220421,19,0.65,11,134,9
20220421,20,0.69,15,117,9
20220421,21,0.7,17,108,10
20220421,22,0.69,19,98,10
20220421,23,0.7,18,96,11
20220422,0,0.71,18,93,12
20220422,1,0.7,19,86,12
20220422,2,0.73,22,77,12
20220422,3,0.74,28,61,12
20220422,4,0.72,27,59,11
20220422,5,0.76,31,51,11
20220422,6,0.79,26,59,11
20220422,7,0.82,26,62,13
20220422,8,0.86,28,73,15
20220422,9,0.81,26,93,15
20220422,10,0.72,15,116,13
20220422,11,0.66,11,131,13
20220422,12,0.64,10,148,13
20220422,13,0.66,9,165,13
20220422,14,0.71,10,174,13
20220422,15,0.74,10,175,12
20220422,16,0.76,12,179,11
20220422,17,0.76,15,187,11
20220422,18,0.75,16,171,10
20220422,19,0.7,17,149,10
20220422,20,0.67,19,128,8
20220422,21,0.8,17,137,9
20220422,22,0.79,18,134,9
20220422,23,0.69,15,128,9
20220423,0,0.64,14,122,8
20220423,1,0.62,14,115,8
20220423,2,0.64,15,105,8
20220423,3,0.67,16,98,9
20220423,4,0.65,15,94,9
20220423,5,0.66,15,89,9
20220423,6,0.69,18,80,9
20220423,7,0.66,20,77,10
20220423,8,0.67,20,79,10
20220423,9,0.66,17,90,10
20220423,10,0.65,15,100,9
20220423,11,0.63,14,111,10
20220423,12,0.65,12,127,10
20220423,13,0.63,10,140,10
20220423,14,0.64,8,148,10
20220423,15,0.66,8,153,10
20220423,16,0.67,8,157,10
20220423,17,0.69,8,155,10
20220423,18,0.7,9,149,9
20220423,19,0.74,10,142,9
20220423,20,0.75,12,135,9
20220423,21,0.8,15,124,9
20220423,22,0.79,15,117,9
20220423,23,0.8,14,114,10
20220424,0,0.8,13,113,10
20220424,1,0.79,11,113,10
20220424,2,0.79,11,107,10
20220424,3,0.81,13,100,10
20220424,4,0.81,12,93,10
20220424,5,0.82,14,81,11
20220424,6,0.82,15,73,11
20220424,7,0.86,18,67,12
20220424,8,0.84,18,77,15
20220424,9,0.8,15,88,15
20220424,10,0.78,12,102,15
20220424,11,0.7,10,115,13
20220424,12,0.68,7,123,11
20220424,13,0.64,6,129,11
20220424,14,0.63,6,130,10
20220424,15,0.61,6,130,9
20220424,16,0.64,7,134,9
20220424,17,0.65,8,132,9
20220424,18,0.64,8,123,8
20220424,19,0.65,12,107,8
20220424,20,0.68,16,96,9
20220424,21,0.64,17,96,9
20220424,22,0.67,12,130,9
20220424,23,0.73,11,148,9
20220425,0,0.72,11,147,10
20220425,1,0.71,11,141,10
20220425,2,0.7,12,131,10
20220425,3,0.73,13,120,10
20220425,4,0.74,13,112,10
20220425,5,0.75,14,102,10
20220425,6,0.75,15,90,10
20220425,7,0.82,15,73,10
20220425,8,0.88,16,63,11
20220425,9,0.9,16,55,10
20220425,10,0.75,14,47,9
20220425,11,0.66,11,50,8
20220425,12,0.66,11,53,8
20220425,13,0.64,11,56,8
20220425,14,0.72,12,56,8
20220425,15,0.7,12,58,7
20220425,16,0.61,11,61,7
20220425,17,0.61,11,62,7
20220425,18,0.68,12,59,11
20220425,19,0.67,12,54,7
20220425,20,0.71,13,52,8
